CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
17046188,THEFT MISD. (UNDER $950),08/06/2017 12:00:00 AM,23:30,LARCENY,0,08/29/2017 08:28:05 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.865009, -122.258767)",2500 TELEGRAPH AVE,Berkeley,CA
17016785,2ND RESPONSE,03/26/2017 12:00:00 AM,00:51,NOISE VIOLATION,0,08/29/2017 08:27:59 AM,"3000 ACTON ST
Berkeley, CA
(37.853085, -122.281368)",3000 ACTON ST,Berkeley,CA
17044179,ALCOHOL OFFENSE,07/29/2017 12:00:00 AM,20:08,LIQUOR LAW VIOLATION,6,08/29/2017 08:28:05 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
17018157,BRANDISHING,04/01/2017 12:00:00 AM,15:29,WEAPONS OFFENSE,6,08/29/2017 08:27:59 AM,"2800 PARK ST
Berkeley, CA
(37.855964, -122.283114)",2800 PARK ST,Berkeley,CA
17090773,BURGLARY AUTO,04/17/2017 12:00:00 AM,21:00,BURGLARY - VEHICLE,1,08/29/2017 08:28:00 AM,"2100 RUSSELL ST
Berkeley, CA
(37.856719, -122.266672)",2100 RUSSELL ST,Berkeley,CA
17040246,VEHICLE STOLEN,07/11/2017 12:00:00 AM,19:00,MOTOR VEHICLE THEFT,2,08/29/2017 08:28:05 AM,"1500 BERKELEY WAY
Berkeley, CA
(37.871311, -122.281978)",1500 BERKELEY WAY,Berkeley,CA
17038545,BURGLARY AUTO,07/03/2017 12:00:00 AM,12:30,BURGLARY - VEHICLE,1,08/29/2017 08:28:03 AM,"1600 PARKER ST
Berkeley, CA
(37.860768, -122.278249)",1600 PARKER ST,Berkeley,CA
17048654,BURGLARY RESIDENTIAL,08/18/2017 12:00:00 AM,08:45,BURGLARY - RESIDENTIAL,5,08/29/2017 08:28:05 AM,"2000 CHANNING WAY
Berkeley, CA
(37.865501, -122.269774)",2000 CHANNING WAY,Berkeley,CA
17042874,MISSING ADULT,07/21/2017 12:00:00 AM,14:00,MISSING PERSON,5,08/29/2017 08:28:05 AM,"1500 RUSSELL ST
Berkeley, CA
(37.8549, -122.27945)",1500 RUSSELL ST,Berkeley,CA
17040337,BURGLARY AUTO,07/11/2017 12:00:00 AM,23:00,BURGLARY - VEHICLE,2,08/29/2017 08:28:04 AM,"1300 SHATTUCK AVE
Berkeley, CA
(37.88362, -122.269734)",1300 SHATTUCK AVE,Berkeley,CA
17023962,NARCOTICS,04/29/2017 12:00:00 AM,20:50,DRUG VIOLATION,6,08/29/2017 08:28:00 AM,"GILMAN STREET &amp; NINTH ST
Berkeley, CA
(37.880021, -122.298091)",GILMAN STREET & NINTH ST,Berkeley,CA
17041244,GUN/WEAPON,07/16/2017 12:00:00 AM,00:07,WEAPONS OFFENSE,0,08/29/2017 08:28:04 AM,"SEAWALL DRIVE &amp; UNIVERSITY AVE
Berkeley, CA
(37.863045, -122.317348)",SEAWALL DRIVE & UNIVERSITY AVE,Berkeley,CA
17091294,BURGLARY AUTO,07/05/2017 12:00:00 AM,23:00,BURGLARY - VEHICLE,3,08/29/2017 08:28:04 AM,"2400 MILVIA ST
Berkeley, CA
(37.865466, -122.27005)",2400 MILVIA ST,Berkeley,CA
17029902,VANDALISM,05/26/2017 12:00:00 AM,14:55,VANDALISM,5,08/29/2017 08:28:00 AM,"MARIN AVENUE &amp; THE CIRCLE
Berkeley, CA
(37.889999, -122.272456)",MARIN AVENUE & THE CIRCLE,Berkeley,CA
17023011,THEFT FROM AUTO,04/24/2017 12:00:00 AM,21:00,LARCENY - FROM VEHICLE,1,08/29/2017 08:28:00 AM,"1400 DERBY ST
Berkeley, CA
(37.858448, -122.282308)",1400 DERBY ST,Berkeley,CA
17045094,BURGLARY AUTO,08/03/2017 12:00:00 AM,02:15,BURGLARY - VEHICLE,4,08/29/2017 08:28:05 AM,"DELAWARE STREET &amp; GRANT ST
Berkeley, CA
(37.873921, -122.275577)",DELAWARE STREET & GRANT ST,Berkeley,CA
17025823,DISTURBANCE,05/07/2017 12:00:00 AM,17:56,DISORDERLY CONDUCT,0,08/29/2017 08:28:00 AM,"2800 SACRAMENTO ST
Berkeley, CA
(37.856792, -122.279845)",2800 SACRAMENTO ST,Berkeley,CA
17045147,THEFT FROM AUTO,08/02/2017 12:00:00 AM,12:00,LARCENY - FROM VEHICLE,3,08/29/2017 08:28:05 AM,"CAMELIA STREET &amp; FIFTH ST
Berkeley, CA
(37.877393, -122.301918)",CAMELIA STREET & FIFTH ST,Berkeley,CA
17091153,BURGLARY AUTO,06/17/2017 12:00:00 AM,00:05,BURGLARY - VEHICLE,6,08/29/2017 08:28:02 AM,"2400 HASTE ST
Berkeley, CA
(37.865849, -122.259977)",2400 HASTE ST,Berkeley,CA
17045098,BURGLARY AUTO,08/03/2017 12:00:00 AM,02:23,BURGLARY - VEHICLE,4,08/29/2017 08:28:05 AM,"1700 CHESTNUT ST
Berkeley, CA
(37.874095, -122.288542)",1700 CHESTNUT ST,Berkeley,CA
17042993,BURGLARY AUTO,07/24/2017 12:00:00 AM,04:31,BURGLARY - VEHICLE,1,08/29/2017 08:28:05 AM,"2400 HASTE ST
Berkeley, CA
(37.865849, -122.259977)",2400 HASTE ST,Berkeley,CA
17041623,THEFT MISD. (UNDER $950),07/16/2017 12:00:00 AM,13:00,LARCENY,0,08/29/2017 08:28:05 AM,"2200 DWIGHT WAY
Berkeley, CA
(37.864238, -122.265263)",2200 DWIGHT WAY,Berkeley,CA
17091662,THEFT MISD. (UNDER $950),08/21/2017 12:00:00 AM,17:20,LARCENY,1,08/29/2017 08:28:06 AM,"2000 ADDISON ST
Berkeley, CA
(37.870867, -122.270635)",2000 ADDISON ST,Berkeley,CA
17048737,2ND RESPONSE,08/19/2017 12:00:00 AM,00:21,NOISE VIOLATION,6,08/29/2017 08:28:05 AM,"2400 PIEDMONT AVE
Berkeley, CA
(37.867546, -122.251967)",2400 PIEDMONT AVE,Berkeley,CA
17017847,VEHICLE STOLEN,03/30/2017 12:00:00 AM,19:23,MOTOR VEHICLE THEFT,4,08/29/2017 08:27:59 AM,"2000 FOURTH ST
Berkeley, CA
(37.867026, -122.299737)",2000 FOURTH ST,Berkeley,CA
17034016,DISTURBANCE,06/13/2017 12:00:00 AM,20:24,DISORDERLY CONDUCT,2,08/29/2017 08:28:01 AM,"2300 DURANT AVE
Berkeley, CA
(37.867259, -122.26324)",2300 DURANT AVE,Berkeley,CA
17027099,ROBBERY,05/13/2017 12:00:00 AM,15:25,ROBBERY,6,08/29/2017 08:28:00 AM,"BENVENUE AVENUE &amp; STUART ST
Berkeley, CA
(37.859918, -122.254574)",BENVENUE AVENUE & STUART ST,Berkeley,CA
17049913,THEFT MISD. (UNDER $950),08/23/2017 12:00:00 AM,08:00,LARCENY,3,08/29/2017 08:28:06 AM,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862927, -122.258784)",2600 TELEGRAPH AVE,Berkeley,CA
17041892,BURGLARY AUTO,07/19/2017 12:00:00 AM,01:30,BURGLARY - VEHICLE,3,08/29/2017 08:28:05 AM,"3000 RUSSELL ST
Berkeley, CA
(37.859, -122.244318)",3000 RUSSELL ST,Berkeley,CA
17020853,2ND RESPONSE,04/14/2017 12:00:00 AM,23:59,NOISE VIOLATION,5,08/29/2017 08:28:00 AM,"2300 FULTON ST
Berkeley, CA
(37.867566, -122.265948)",2300 FULTON ST,Berkeley,CA
17091211,BURGLARY AUTO,06/22/2017 12:00:00 AM,21:30,BURGLARY - VEHICLE,4,08/29/2017 08:28:02 AM,"3000 TELEGRAPH AVE
Berkeley, CA
(37.855435, -122.259841)",3000 TELEGRAPH AVE,Berkeley,CA
17023056,BURGLARY AUTO,04/25/2017 12:00:00 AM,14:30,BURGLARY - VEHICLE,2,08/29/2017 08:28:00 AM,"2500 HASTE ST
Berkeley, CA
(37.866025, -122.258623)",2500 HASTE ST,Berkeley,CA
17049351,DISTURBANCE,08/20/2017 12:00:00 AM,20:00,DISORDERLY CONDUCT,0,08/29/2017 08:28:05 AM,"1800 EUCLID AVE
Berkeley, CA
(37.876045, -122.260336)",1800 EUCLID AVE,Berkeley,CA
17016448,BURGLARY RESIDENTIAL,03/24/2017 12:00:00 AM,10:20,BURGLARY - RESIDENTIAL,5,08/29/2017 08:27:59 AM,"1500 OLYMPUS AVE
Berkeley, CA
(37.881757, -122.251163)",1500 OLYMPUS AVE,Berkeley,CA
17048051,DOMESTIC VIOLENCE,08/15/2017 12:00:00 AM,21:00,FAMILY OFFENSE,2,08/29/2017 08:28:05 AM,"200 UNIVERSITY AVE
Berkeley, CA
(37.865491, -122.310065)",200 UNIVERSITY AVE,Berkeley,CA
17016414,VEHICLE STOLEN,03/23/2017 12:00:00 AM,22:00,MOTOR VEHICLE THEFT,4,08/29/2017 08:27:59 AM,"1000 PARDEE ST
Berkeley, CA
(37.856705, -122.290315)",1000 PARDEE ST,Berkeley,CA
17027280,ASSAULT/BATTERY MISD.,05/14/2017 12:00:00 AM,09:36,ASSAULT,0,08/29/2017 08:28:00 AM,"2100 CALIFORNIA ST
Berkeley, CA
(37.869524, -122.27965)",2100 CALIFORNIA ST,Berkeley,CA
17050301,FRAUD/FORGERY,08/15/2017 12:00:00 AM,12:00,FRAUD,2,08/29/2017 08:28:06 AM,"2700 COLLEGE AVE
Berkeley, CA
(37.861645, -122.253508)",2700 COLLEGE AVE,Berkeley,CA
17046649,THEFT MISD. (UNDER $950),08/07/2017 12:00:00 AM,12:10,LARCENY,1,08/29/2017 08:28:05 AM,"2100 BANCROFT WAY
Berkeley, CA
(37.867601, -122.267718)",2100 BANCROFT WAY,Berkeley,CA
17034778,THEFT FROM AUTO,06/16/2017 12:00:00 AM,18:15,LARCENY - FROM VEHICLE,5,08/29/2017 08:28:02 AM,"2000 NINTH ST
Berkeley, CA
(37.868591, -122.294393)",2000 NINTH ST,Berkeley,CA
17026825,DISTURBANCE,05/12/2017 12:00:00 AM,10:00,DISORDERLY CONDUCT,5,08/29/2017 08:28:00 AM,"2100 BANCROFT WAY
Berkeley, CA
(37.867601, -122.267718)",2100 BANCROFT WAY,Berkeley,CA
17022965,VANDALISM,04/22/2017 12:00:00 AM,09:00,VANDALISM,6,08/29/2017 08:28:00 AM,"2100 KITTREDGE ST
Berkeley, CA
(37.868512, -122.26781)",2100 KITTREDGE ST,Berkeley,CA
17017897,THEFT FELONY (OVER $950),03/25/2017 12:00:00 AM,08:30,LARCENY,6,08/29/2017 08:27:59 AM,"2700 GRANT ST
Berkeley, CA
(37.85931, -122.273495)",2700 GRANT ST,Berkeley,CA
17047514,THEFT MISD. (UNDER $950),08/13/2017 12:00:00 AM,17:25,LARCENY,0,08/29/2017 08:28:05 AM,"2500 BANCROFT WAY
Berkeley, CA
(37.868722, -122.259123)",2500 BANCROFT WAY,Berkeley,CA
17090604,THEFT MISD. (UNDER $950),03/22/2017 12:00:00 AM,15:30,LARCENY,3,08/29/2017 08:27:59 AM,"2600 HILLEGASS AVE
Berkeley, CA
(37.863292, -122.256293)",2600 HILLEGASS AVE,Berkeley,CA
17091609,THEFT FELONY (OVER $950),08/13/2017 12:00:00 AM,09:00,LARCENY,0,08/29/2017 08:28:05 AM,"1800 SONOMA AVE
Berkeley, CA
(37.885752, -122.27805)",1800 SONOMA AVE,Berkeley,CA
17022504,2ND RESPONSE,04/22/2017 12:00:00 AM,23:30,NOISE VIOLATION,6,08/29/2017 08:28:00 AM,"2400 HILLSIDE AVE
Berkeley, CA
(37.867373, -122.249515)",2400 HILLSIDE AVE,Berkeley,CA
17031203,BURGLARY AUTO,05/31/2017 12:00:00 AM,20:43,BURGLARY - VEHICLE,3,08/29/2017 08:28:00 AM,"2100 WARD ST
Berkeley, CA
(37.85948, -122.266689)",2100 WARD ST,Berkeley,CA
17016700,BURGLARY AUTO,03/25/2017 12:00:00 AM,15:15,BURGLARY - VEHICLE,6,08/29/2017 08:27:59 AM,"1200 FIFTH ST
Berkeley, CA
(37.880786, -122.303067)",1200 FIFTH ST,Berkeley,CA
17014775,ASSAULT/BATTERY MISD.,03/16/2017 12:00:00 AM,22:05,ASSAULT,4,08/29/2017 08:27:59 AM,"2700 COLLEGE AVE
Berkeley, CA
(37.861645, -122.253508)",2700 COLLEGE AVE,Berkeley,CA
17024424,THEFT MISD. (UNDER $950),05/01/2017 12:00:00 AM,18:04,LARCENY,1,08/29/2017 08:28:00 AM,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA
17014175,ROBBERY,03/14/2017 12:00:00 AM,01:05,ROBBERY,2,08/29/2017 08:27:58 AM,"2100 KITTREDGE ST
Berkeley, CA
(37.868512, -122.26781)",2100 KITTREDGE ST,Berkeley,CA
17014721,DISTURBANCE,03/14/2017 12:00:00 AM,11:00,DISORDERLY CONDUCT,2,08/29/2017 08:27:58 AM,"500 CRAGMONT AVE
Berkeley, CA
(37.902748, -122.269642)",500 CRAGMONT AVE,Berkeley,CA
17020204,BURGLARY AUTO,04/11/2017 12:00:00 AM,19:20,BURGLARY - VEHICLE,2,08/29/2017 08:27:59 AM,"900 ANTHONY ST
Berkeley, CA
(37.852209, -122.291515)",900 ANTHONY ST,Berkeley,CA
17032715,THEFT MISD. (UNDER $950),06/07/2017 12:00:00 AM,18:02,LARCENY,3,08/29/2017 08:28:01 AM,"1700 UNIVERSITY AVE
Berkeley, CA
(37.870948, -122.27733)",1700 UNIVERSITY AVE,Berkeley,CA
17091221,THEFT MISD. (UNDER $950),06/24/2017 12:00:00 AM,15:00,LARCENY,6,08/29/2017 08:28:02 AM,"2500 SHATTUCK AVE
Berkeley, CA
(37.863811, -122.267412)",2500 SHATTUCK AVE,Berkeley,CA
17019576,VEHICLE STOLEN,04/06/2017 12:00:00 AM,08:00,MOTOR VEHICLE THEFT,4,08/29/2017 08:27:59 AM,"HILLEGASS AVENUE &amp; STUART ST
Berkeley, CA
(37.859854, -122.255807)",HILLEGASS AVENUE & STUART ST,Berkeley,CA
17020915,BURGLARY AUTO,04/14/2017 12:00:00 AM,22:00,BURGLARY - VEHICLE,5,08/29/2017 08:28:00 AM,"800 MENDOCINO AVE
Berkeley, CA
(37.893148, -122.274809)",800 MENDOCINO AVE,Berkeley,CA
17091072,THEFT MISD. (UNDER $950),05/31/2017 12:00:00 AM,21:00,LARCENY,3,08/29/2017 08:28:01 AM,"2700 BANCROFT WAY
Berkeley, CA
(37.869312, -122.254314)",2700 BANCROFT WAY,Berkeley,CA
17040151,THEFT FELONY (OVER $950),07/11/2017 12:00:00 AM,13:09,LARCENY,2,08/29/2017 08:28:05 AM,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA
17023527,THEFT FROM AUTO,04/27/2017 12:00:00 AM,20:30,LARCENY - FROM VEHICLE,4,08/29/2017 08:28:00 AM,"2800 DOHR ST
Berkeley, CA
(37.855692, -122.281259)",2800 DOHR ST,Berkeley,CA
17044730,ASSAULT/BATTERY MISD.,08/01/2017 12:00:00 AM,13:00,ASSAULT,2,08/29/2017 08:28:05 AM,"2000 CARLETON ST
Berkeley, CA
(37.860926, -122.269532)",2000 CARLETON ST,Berkeley,CA
17015998,VEHICLE STOLEN,03/21/2017 12:00:00 AM,17:00,MOTOR VEHICLE THEFT,2,08/29/2017 08:27:59 AM,"2000 FRANCISCO ST
Berkeley, CA
(37.875391, -122.271141)",2000 FRANCISCO ST,Berkeley,CA
17091193,BURGLARY AUTO,06/20/2017 12:00:00 AM,21:00,BURGLARY - VEHICLE,2,08/29/2017 08:28:02 AM,"900 GILMAN ST
Berkeley, CA
(37.87969, -122.299713)",900 GILMAN ST,Berkeley,CA
17049657,MISSING ADULT,08/22/2017 12:00:00 AM,13:30,MISSING PERSON,2,08/29/2017 08:28:06 AM,"1600 ALCATRAZ AVE
Berkeley, CA
(37.848152, -122.275807)",1600 ALCATRAZ AVE,Berkeley,CA
17091551,VANDALISM,08/07/2017 12:00:00 AM,21:30,VANDALISM,1,08/29/2017 08:28:05 AM,"2530 SAN PABLO AVE
Berkeley, CA
(37.860104, -122.289321)",2530 SAN PABLO AVE,Berkeley,CA
17020316,BURGLARY RESIDENTIAL,04/12/2017 12:00:00 AM,13:16,BURGLARY - RESIDENTIAL,3,08/29/2017 08:27:59 AM,"1000 EUCLID AVE
Berkeley, CA
(37.891594, -122.264883)",1000 EUCLID AVE,Berkeley,CA
17090606,THEFT MISD. (UNDER $950),03/14/2017 12:00:00 AM,22:30,LARCENY,2,08/29/2017 08:27:59 AM,"1260 ALLSTON WAY
Berkeley, CA
(37.866967, -122.286838)",1260 ALLSTON WAY,Berkeley,CA
17044974,ASSAULT/BATTERY FEL.,08/02/2017 12:00:00 AM,16:15,ASSAULT,3,08/29/2017 08:28:05 AM,"400 GILMAN ST
Berkeley, CA
(37.877715, -122.309618)",400 GILMAN ST,Berkeley,CA
17022350,BURGLARY COMMERCIAL,04/21/2017 12:00:00 AM,20:00,BURGLARY - COMMERCIAL,5,08/29/2017 08:28:00 AM,"1800 FOURTH ST
Berkeley, CA
(37.869944, -122.300636)",1800 FOURTH ST,Berkeley,CA
17048197,BURGLARY AUTO,08/14/2017 12:00:00 AM,19:30,BURGLARY - VEHICLE,1,08/29/2017 08:28:05 AM,"SHATTUCK AVENUE &amp; BERKELEY WAY
Berkeley, CA
(37.872989, -122.268532)",SHATTUCK AVENUE & BERKELEY WAY,Berkeley,CA
17050168,IDENTITY THEFT,07/16/2017 12:00:00 AM,10:00,FRAUD,0,08/29/2017 08:28:06 AM,"2000 HASTE ST
Berkeley, CA
(37.86456, -122.269954)",2000 HASTE ST,Berkeley,CA
17042959,ROBBERY,07/23/2017 12:00:00 AM,23:30,ROBBERY,0,08/29/2017 08:28:05 AM,"1300 GLENDALE AVE
Berkeley, CA
(37.885525, -122.254405)",1300 GLENDALE AVE,Berkeley,CA
17090682,BURGLARY AUTO,04/05/2017 12:00:00 AM,18:00,BURGLARY - VEHICLE,3,08/29/2017 08:28:00 AM,"200 UNIVERSITY AVE
Berkeley, CA
(37.865491, -122.310065)",200 UNIVERSITY AVE,Berkeley,CA
17018147,BURGLARY RESIDENTIAL,03/25/2017 12:00:00 AM,12:00,BURGLARY - RESIDENTIAL,6,08/29/2017 08:27:59 AM,"1500 UNIVERSITY AVE
Berkeley, CA
(37.870396, -122.281585)",1500 UNIVERSITY AVE,Berkeley,CA
17091105,THEFT FELONY (OVER $950),06/10/2017 12:00:00 AM,00:00,LARCENY,6,08/29/2017 08:28:01 AM,"1300 BERKELEY WAY
Berkeley, CA
(37.870592, -122.286613)",1300 BERKELEY WAY,Berkeley,CA
