"business_id","score","date","type"
438,"90","20160321","routine"
438,"89","20150421","routine"
438,"84","20171010","routine"
442,"86","20160308","routine"
442,"90","20180123","routine"
442,"83","20170411","routine"
443,"94","20171107","routine"
443,"92","20160316","routine"
447,"87","20150723","routine"
447,"96","20160908","routine"
447,"96","20171128","routine"
448,"88","20170607","routine"
448,"84","20151021","routine"
462,"94","20160520","routine"
462,"98","20170719","routine"
463,"88","20160706","routine"
463,"85","20150217","routine"
470,"87","20160920","routine"
470,"94","20150219","routine"
473,"94","20160927","routine"
473,"87","20150720","routine"
475,"90","20161102","routine"
475,"90","20151006","routine"
477,"88","20160406","routine"
477,"92","20170605","routine"
477,"88","20150302","routine"
479,"87","20160729","routine"
480,"86","20160427","routine"
480,"80","20171016","routine"
483,"96","20160505","routine"
483,"96","20171030","routine"
484,"91","20160711","routine"
485,"98","20150923","routine"
485,"96","20161207","routine"
486,"90","20150213","routine"
486,"93","20160805","routine"
488,"92","20180116","routine"
488,"89","20160525","routine"
489,"69","20160308","routine"
489,"75","20171130","routine"
489,"79","20160721","routine"
489,"72","20150728","routine"
489,"80","20161220","routine"
494,"74","20160512","routine"
494,"94","20170418","routine"
496,"92","20171016","routine"
496,"91","20160412","routine"
500,"86","20150930","routine"
500,"89","20161128","routine"
502,"100","20150327","routine"
502,"98","20161206","routine"
502,"94","20171129","routine"
505,"96","20150623","routine"
505,"90","20170207","routine"
505,"90","20160607","routine"
507,"86","20170823","routine"
507,"80","20160324","routine"
507,"98","20150223","routine"
507,"90","20161128","routine"
509,"79","20160222","routine"
509,"90","20160829","routine"
510,"87","20161109","routine"
510,"88","20170919","routine"
510,"88","20160523","routine"
519,"91","20171212","routine"
519,"85","20160809","routine"
520,"98","20160520","routine"
522,"92","20170922","routine"
522,"88","20170209","routine"
522,"94","20160706","routine"
522,"93","20151124","routine"
522,"96","20150630","routine"
527,"75","20170821","routine"
527,"84","20161005","routine"
527,"88","20151005","routine"
529,"90","20170328","routine"
529,"90","20160614","routine"
538,"86","20160928","routine"
538,"85","20160411","routine"
538,"88","20170927","routine"
539,"96","20161031","routine"
539,"90","20171010","routine"
539,"96","20160419","routine"
539,"92","20150511","routine"
542,"83","20160224","routine"
542,"86","20161006","routine"
542,"80","20170630","routine"
544,"78","20160608","routine"
544,"74","20170822","routine"
547,"98","20150813","routine"
547,"94","20170224","routine"
547,"98","20160412","routine"
551,"81","20161107","routine"
551,"85","20160321","routine"
551,"76","20170621","routine"
552,"89","20170110","routine"
552,"81","20170815","routine"
552,"87","20160516","routine"
557,"90","20150507","routine"
557,"85","20160629","routine"
557,"76","20171018","routine"
562,"98","20160810","routine"
573,"86","20170119","routine"
573,"86","20170127","routine"
573,"100","20170906","routine"
573,"100","20170927","routine"
580,"91","20170829","routine"
580,"92","20160829","routine"
580,"96","20170307","routine"
580,"91","20160311","routine"
580,"93","20150820","routine"
587,"96","20160608","routine"
588,"88","20171121","routine"
588,"83","20160615","routine"
588,"91","20170103","routine"
588,"78","20151117","routine"
589,"85","20161128","routine"
589,"80","20160503","routine"
591,"83","20160615","routine"
606,"86","20160518","routine"
606,"78","20170720","routine"
610,"94","20160819","routine"
615,"100","20150914","routine"
615,"86","20170608","routine"
615,"92","20160718","routine"
619,"93","20150423","routine"
619,"88","20160525","routine"
619,"86","20170118","routine"
619,"90","20170929","routine"
625,"96","20150625","routine"
625,"90","20160921","routine"
627,"93","20150819","routine"
628,"90","20161130","routine"
628,"82","20160418","routine"
631,"98","20160930","routine"
639,"92","20160303","routine"
639,"92","20150806","routine"
639,"94","20171023","routine"
639,"94","20160913","routine"
642,"100","20150128","routine"
642,"94","20160617","routine"
645,"100","20150128","routine"
645,"93","20170405","routine"
659,"82","20171023","routine"
659,"88","20160429","routine"
659,"87","20161104","routine"
665,"89","20171127","routine"
665,"83","20161005","routine"
670,"86","20150602","routine"
670,"86","20171023","routine"
670,"86","20160914","routine"
691,"92","20150610","routine"
691,"80","20170925","routine"
691,"90","20160919","routine"
695,"94","20160404","routine"
695,"92","20170713","routine"
695,"94","20160930","routine"
695,"96","20180112","routine"
703,"57","20150224","routine"
703,"66","20160617","routine"
709,"82","20151110","routine"
709,"83","20170112","routine"
709,"87","20170927","routine"
726,"75","20160217","routine"
726,"72","20161109","routine"
741,"83","20160610","routine"
744,"100","20150723","routine"
744,"98","20180116","routine"
744,"90","20160624","routine"
744,"96","20170201","routine"
754,"98","20171005","routine"
758,"94","20160809","routine"
758,"94","20171212","routine"
765,"86","20170125","routine"
765,"84","20150603","routine"
768,"87","20150601","routine"
768,"92","20170124","routine"
773,"91","20150225","routine"
773,"96","20161205","routine"
774,"90","20161205","routine"
782,"96","20170131","routine"
782,"93","20150219","routine"
782,"96","20151030","routine"
786,"80","20160822","routine"
786,"94","20150803","routine"
792,"90","20161017","routine"
792,"94","20160414","routine"
792,"96","20180123","routine"
792,"85","20170713","routine"
795,"98","20170104","routine"
795,"96","20160607","routine"
795,"96","20171025","routine"
795,"96","20150406","routine"
798,"83","20161209","routine"
798,"94","20171103","routine"
798,"90","20160512","routine"
799,"100","20150430","routine"
799,"92","20160608","routine"
799,"98","20170920","routine"
811,"94","20170906","routine"
811,"67","20150713","routine"
811,"96","20150928","routine"
816,"87","20150819","routine"
816,"85","20170117","routine"
821,"85","20160606","routine"
824,"76","20160602","routine"
824,"80","20161103","routine"
824,"71","20170621","routine"
826,"90","20170724","routine"
826,"83","20160523","routine"
826,"100","20150303","routine"
827,"84","20160620","routine"
827,"84","20170302","routine"
830,"85","20170321","routine"
830,"82","20160728","routine"
830,"84","20150730","routine"
835,"86","20171114","routine"
835,"77","20160106","routine"
835,"81","20160613","routine"
840,"81","20151028","routine"
840,"87","20170620","routine"
845,"94","20160729","routine"
847,"87","20160517","routine"
852,"83","20171129","routine"
852,"74","20160830","routine"
852,"72","20150324","routine"
854,"82","20160614","routine"
856,"92","20171018","routine"
856,"93","20151014","routine"
856,"94","20160707","routine"
874,"85","20170908","routine"
874,"96","20160406","routine"
874,"94","20161012","routine"
876,"83","20170511","routine"
876,"83","20160518","routine"
880,"84","20161011","routine"
880,"61","20160426","routine"
880,"88","20171130","routine"
884,"83","20161005","routine"
884,"92","20171206","routine"
884,"86","20160309","routine"
884,"77","20151210","routine"
886,"94","20151120","routine"
886,"96","20161228","routine"
891,"92","20161024","routine"
891,"96","20171228","routine"
891,"76","20160503","routine"
891,"82","20150407","routine"
892,"87","20170815","routine"
892,"77","20160519","routine"
902,"94","20170630","routine"
902,"96","20150825","routine"
903,"90","20160630","routine"
903,"91","20171211","routine"
903,"86","20150225","routine"
905,"98","20160921","routine"
905,"94","20150903","routine"
905,"96","20171212","routine"
911,"92","20150916","routine"
911,"96","20170112","routine"
917,"96","20160902","routine"
917,"96","20150814","routine"
919,"96","20170410","routine"
919,"94","20150209","routine"
919,"92","20160330","routine"
920,"92","20170410","routine"
920,"100","20160330","routine"
920,"100","20150209","routine"
929,"98","20160622","routine"
935,"92","20171023","routine"
935,"100","20160919","routine"
935,"89","20150217","routine"
935,"85","20150928","routine"
941,"92","20160804","routine"
941,"91","20150226","routine"
943,"85","20150720","routine"
943,"87","20161104","routine"
949,"96","20150708","routine"
949,"100","20160209","routine"
949,"94","20170425","routine"
950,"92","20160531","routine"
950,"85","20161214","routine"
950,"96","20170911","routine"
951,"88","20160426","routine"
951,"92","20150828","routine"
952,"89","20160427","routine"
952,"88","20161031","routine"
952,"88","20170913","routine"
961,"92","20151030","routine"
961,"96","20171103","routine"
961,"94","20160912","routine"
966,"87","20160609","routine"
972,"83","20160510","routine"
972,"83","20161109","routine"
972,"90","20171114","routine"
984,"87","20160613","routine"
985,"67","20170810","routine"
985,"79","20160614","routine"
994,"100","20160219","routine"
994,"96","20171010","routine"
994,"88","20160810","routine"
999,"92","20150519","routine"
999,"81","20160503","routine"
999,"77","20170714","routine"
999,"80","20180123","routine"
1000,"74","20171002","routine"
1000,"81","20160919","routine"
1000,"77","20150325","routine"
1002,"90","20160929","routine"
1002,"85","20170928","routine"
1002,"89","20150126","routine"
1002,"90","20160217","routine"
1003,"98","20150407","routine"
1003,"86","20170823","routine"
1003,"88","20160706","routine"
1005,"78","20170713","routine"
1005,"84","20160502","routine"
1005,"84","20180122","routine"
1008,"88","20170905","routine"
1008,"94","20160804","routine"
1008,"98","20151202","routine"
1018,"83","20170718","routine"
1018,"96","20160606","routine"
1021,"91","20160819","routine"
1021,"98","20151117","routine"
1021,"90","20170912","routine"
1026,"88","20150520","routine"
1026,"87","20160726","routine"
1031,"80","20160915","routine"
1036,"90","20160913","routine"
1042,"92","20160803","routine"
1042,"92","20171211","routine"
1042,"91","20150512","routine"
1043,"96","20150605","routine"
1043,"87","20171116","routine"
1047,"84","20160719","routine"
1047,"80","20150629","routine"
1048,"92","20151210","routine"
1048,"88","20171026","routine"
1048,"96","20170118","routine"
1048,"85","20150901","routine"
1065,"81","20170906","routine"
1065,"80","20150806","routine"
1075,"90","20160111","routine"
1075,"87","20170726","routine"
1075,"90","20160309","routine"
1081,"88","20171106","routine"
1081,"86","20150615","routine"
1081,"96","20160919","routine"
1081,"84","20160222","routine"
1085,"92","20161209","routine"
1085,"96","20171207","routine"
1090,"74","20170504","routine"
1090,"98","20150126","routine"
1090,"100","20160426","routine"
1103,"96","20170928","routine"
1103,"98","20161129","routine"
1103,"96","20151224","routine"
1103,"100","20150519","routine"
1111,"94","20150513","routine"
1111,"87","20160621","routine"
1111,"90","20170302","routine"
1116,"94","20150610","routine"
1116,"89","20170928","routine"
1116,"96","20160912","routine"
1122,"98","20150204","routine"
1122,"86","20161014","routine"
1122,"94","20171214","routine"
1122,"94","20160329","routine"
1124,"89","20160330","routine"
1124,"80","20171114","routine"
1125,"96","20170816","routine"
1125,"96","20160527","routine"
1127,"94","20160615","routine"
1127,"96","20171004","routine"
1135,"96","20171102","routine"
1135,"90","20150310","routine"
1139,"80","20160620","routine"
1139,"79","20150501","routine"
1139,"69","20171127","routine"
1144,"79","20160929","routine"
1144,"88","20170828","routine"
1144,"86","20160329","routine"
1144,"75","20151222","routine"
1146,"74","20160613","routine"
1147,"94","20180102","routine"
1147,"98","20150203","routine"
1147,"98","20160422","routine"
1147,"98","20161028","routine"
1147,"98","20170523","routine"
1151,"98","20150306","routine"
1151,"90","20160505","routine"
1151,"90","20170216","routine"
1154,"88","20160105","routine"
1154,"81","20180110","routine"
1154,"76","20160912","routine"
1156,"93","20150317","routine"
1156,"92","20160401","routine"
1156,"94","20170419","routine"
1159,"87","20150820","routine"
1159,"78","20170131","routine"
1188,"100","20161109","routine"
1191,"92","20170202","routine"
1191,"94","20151106","routine"
1193,"83","20160128","routine"
1193,"98","20150601","routine"
1194,"100","20171109","routine"
1194,"96","20161017","routine"
1194,"98","20150612","routine"
1199,"98","20150310","routine"
1199,"90","20160414","routine"
1199,"90","20180117","routine"
1203,"77","20170803","routine"
1203,"98","20161013","routine"
1203,"92","20150924","routine"
1204,"96","20170425","routine"
1204,"92","20160209","routine"
1204,"96","20150708","routine"
1207,"72","20170125","routine"
1207,"56","20150721","routine"
1219,"91","20161031","routine"
1231,"74","20171031","routine"
1231,"85","20161117","routine"
1231,"88","20160420","routine"
1232,"98","20160523","routine"
1232,"80","20170407","routine"
1232,"94","20171023","routine"
1232,"96","20150226","routine"
1241,"90","20171018","routine"
1241,"92","20161220","routine"
1241,"90","20160523","routine"
1243,"87","20171012","routine"
1243,"91","20150728","routine"
1243,"94","20160518","routine"
1249,"73","20150224","routine"
1249,"83","20160216","routine"
1249,"78","20160926","routine"
1249,"78","20171002","routine"
1259,"92","20150424","routine"
1261,"89","20151229","routine"
1261,"90","20150610","routine"
1261,"90","20151215","routine"
1261,"88","20171201","routine"
1261,"91","20150611","routine"
1262,"90","20171215","routine"
1262,"88","20150805","routine"
1263,"96","20150805","routine"
1263,"94","20171201","routine"
1265,"98","20160603","routine"
1265,"100","20170630","routine"
1269,"100","20160916","routine"
1269,"98","20171017","routine"
1274,"81","20150507","routine"
1274,"83","20170809","routine"
1274,"82","20150924","routine"
1289,"79","20150923","routine"
1289,"85","20170822","routine"
1289,"94","20161206","routine"
1289,"88","20150323","routine"
1294,"93","20150609","routine"
1294,"93","20160727","routine"
1294,"93","20170106","routine"
1294,"89","20171205","routine"
1296,"83","20170926","routine"
1296,"88","20160927","routine"
1296,"80","20160209","routine"
1300,"74","20171005","routine"
1300,"65","20160927","routine"
1300,"82","20150915","routine"
1318,"81","20160712","routine"
1318,"80","20170725","routine"
1318,"88","20160108","routine"
1322,"89","20160825","routine"
1322,"94","20171128","routine"
1323,"94","20171127","routine"
1323,"94","20170531","routine"
1332,"87","20171016","routine"
1332,"86","20160427","routine"
1337,"85","20171030","routine"
1337,"88","20161103","routine"
1337,"88","20160107","routine"
1337,"81","20160823","routine"
1339,"96","20150306","routine"
1339,"80","20170822","routine"
1339,"90","20160414","routine"
1339,"90","20161221","routine"
1341,"90","20150625","routine"
1341,"100","20160826","routine"
1341,"100","20170901","routine"
1344,"94","20170925","routine"
1344,"100","20160609","routine"
1345,"79","20160722","routine"
1345,"81","20170928","routine"
1345,"79","20150623","routine"
1347,"78","20150410","routine"
1347,"85","20151014","routine"
1347,"92","20171201","routine"
1350,"77","20160518","routine"
1350,"80","20170105","routine"
1350,"80","20170118","routine"
1351,"96","20150302","routine"
1351,"96","20160629","routine"
1352,"86","20170726","routine"
1352,"86","20161129","routine"
1352,"89","20151007","routine"
1352,"79","20150521","routine"
1354,"92","20160928","routine"
1354,"96","20150528","routine"
1358,"90","20171010","routine"
1358,"83","20150423","routine"
1359,"100","20161025","routine"
1359,"100","20150724","routine"
1362,"94","20151030","routine"
1362,"84","20160720","routine"
1362,"87","20170511","routine"
1366,"87","20150528","routine"
1366,"90","20160602","routine"
1366,"74","20170725","routine"
1368,"98","20150225","routine"
1368,"91","20160425","routine"
1368,"98","20170227","routine"
1381,"92","20170822","routine"
1381,"85","20161128","routine"
1381,"73","20160330","routine"
1381,"90","20150210","routine"
1389,"78","20161026","routine"
1389,"87","20171011","routine"
1396,"85","20171130","routine"
1396,"94","20160614","routine"
1398,"96","20160609","routine"
1399,"100","20150520","routine"
1399,"96","20171025","routine"
1399,"98","20160503","routine"
1399,"98","20161103","routine"
1409,"96","20171108","routine"
1409,"96","20161209","routine"
1413,"100","20150710","routine"
1413,"100","20160419","routine"
1426,"67","20160509","routine"
1426,"70","20161026","routine"
1426,"71","20171129","routine"
1427,"85","20160919","routine"
1434,"91","20160307","routine"
1434,"96","20161205","routine"
1434,"94","20150709","routine"
1434,"92","20171201","routine"
1438,"87","20160404","routine"
1438,"94","20171213","routine"
1438,"92","20170608","routine"
1438,"90","20161004","routine"
1442,"85","20160301","routine"
1442,"94","20170123","routine"
1444,"96","20160408","routine"
1444,"100","20170728","routine"
1444,"100","20180119","routine"
1444,"100","20161014","routine"
1452,"89","20171205","routine"
1452,"87","20170109","routine"
1454,"100","20170215","routine"
1454,"94","20160616","routine"
1465,"87","20170802","routine"
1465,"94","20160531","routine"
1465,"87","20150528","routine"
1465,"94","20150304","routine"
1466,"98","20160815","routine"
1466,"100","20180119","routine"
1469,"100","20150414","routine"
1469,"100","20160502","routine"
1469,"98","20171020","routine"
1469,"98","20161128","routine"
1482,"74","20170208","routine"
1482,"90","20160309","routine"
1486,"98","20170913","routine"
1487,"92","20150129","routine"
1487,"96","20161221","routine"
1487,"83","20151016","routine"
1493,"98","20150203","routine"
1493,"92","20160331","routine"
1493,"100","20170809","routine"
1496,"91","20170616","routine"
1505,"96","20171017","routine"
1505,"100","20160822","routine"
1505,"96","20151005","routine"
1508,"93","20170814","routine"
1508,"88","20160601","routine"
1508,"84","20150813","routine"
1509,"90","20161109","routine"
1515,"92","20160410","routine"
1515,"93","20161011","routine"
1515,"100","20170919","routine"
1515,"100","20150830","routine"
1515,"100","20160814","routine"
1516,"86","20170919","routine"
1516,"100","20160814","routine"
1516,"94","20160410","routine"
1516,"91","20150914","routine"
1516,"91","20150830","routine"
1516,"92","20150419","routine"
1516,"90","20161011","routine"
1517,"94","20170424","routine"
1517,"100","20150419","routine"
1517,"90","20160410","routine"
1517,"94","20161011","routine"
1517,"77","20170919","routine"
1517,"93","20150830","routine"
1517,"100","20160814","routine"
1520,"100","20171108","routine"
1520,"100","20170118","routine"
1520,"100","20150730","routine"
1526,"64","20150624","routine"
1526,"80","20160719","routine"
1526,"85","20170504","routine"
1527,"86","20150202","routine"
1527,"84","20170815","routine"
1529,"98","20170518","routine"
1529,"98","20180109","routine"
1529,"94","20150311","routine"
1532,"94","20150323","routine"
1532,"91","20160524","routine"
1532,"96","20170606","routine"
1534,"88","20161122","routine"
1534,"96","20150527","routine"
1542,"83","20170705","routine"
1544,"100","20161005","routine"
1544,"98","20171101","routine"
1544,"98","20160311","routine"
1549,"89","20170912","routine"
1549,"92","20161031","routine"
1549,"83","20160205","routine"
1549,"100","20150129","routine"
1555,"100","20160311","routine"
1555,"100","20150209","routine"
1555,"92","20170626","routine"
1564,"100","20150408","routine"
1564,"100","20170822","routine"
1564,"98","20160819","routine"
1565,"79","20160826","routine"
1565,"94","20170307","routine"
1565,"89","20150713","routine"
1566,"86","20150309","routine"
1566,"80","20160301","routine"
1566,"85","20160705","routine"
1566,"79","20170918","routine"
1567,"87","20160419","routine"
1568,"92","20170208","routine"
1568,"88","20160205","routine"
1568,"85","20150126","routine"
1571,"86","20170214","routine"
1571,"85","20160413","routine"
1579,"94","20150408","routine"
1579,"88","20160615","routine"
1579,"90","20170113","routine"
1579,"92","20171211","routine"
1582,"83","20160426","routine"
1582,"79","20171128","routine"
1584,"86","20160818","routine"
1584,"77","20170824","routine"
1584,"83","20150325","routine"
1594,"86","20150623","routine"
1594,"73","20171113","routine"
1594,"76","20160921","routine"
1595,"92","20150617","routine"
1595,"92","20171214","routine"
1595,"94","20160720","routine"
1596,"96","20171201","routine"
1596,"81","20150407","routine"
1596,"88","20151019","routine"
1598,"85","20171027","routine"
1598,"90","20160505","routine"
1598,"80","20170417","routine"
1598,"100","20150225","routine"
1607,"92","20151109","routine"
1607,"88","20160912","routine"
1608,"92","20160622","routine"
1608,"94","20161209","routine"
1608,"92","20171102","routine"
1609,"72","20170705","routine"
1609,"83","20160328","routine"
1609,"85","20150309","routine"
1613,"98","20150522","routine"
1613,"85","20170808","routine"
1614,"100","20150824","routine"
1614,"94","20171107","routine"
1614,"100","20161209","routine"
1615,"98","20160504","routine"
1615,"96","20170710","routine"
1617,"69","20170118","routine"
1617,"77","20160601","routine"
1619,"92","20170825","routine"
1619,"94","20160628","routine"
1626,"94","20150706","routine"
1626,"92","20161003","routine"
1631,"83","20160226","routine"
1631,"77","20170726","routine"
1631,"77","20160906","routine"
1632,"96","20170830","routine"
1632,"92","20160810","routine"
1632,"92","20160223","routine"
1632,"98","20150821","routine"
1632,"94","20170314","routine"
1635,"94","20150820","routine"
1635,"91","20171215","routine"
1641,"84","20160812","routine"
1641,"85","20160212","routine"
1641,"77","20170627","routine"
1649,"88","20171129","routine"
1649,"100","20150327","routine"
1649,"98","20161206","routine"
1652,"100","20170627","routine"
1652,"96","20150630","routine"
1664,"96","20171108","routine"
1664,"90","20161220","routine"
1664,"96","20160617","routine"
1664,"100","20150723","routine"
1668,"98","20170808","routine"
1668,"98","20150401","routine"
1671,"86","20150330","routine"
1671,"89","20151103","routine"
1671,"87","20170206","routine"
1672,"94","20170310","routine"
1672,"86","20171004","routine"
1673,"79","20170608","routine"
1674,"82","20160429","routine"
1674,"96","20180108","routine"
1674,"90","20170628","routine"
1674,"87","20161021","routine"
1674,"100","20150701","routine"
1677,"88","20170105","routine"
1685,"90","20171127","routine"
1685,"76","20161019","routine"
1685,"88","20160419","routine"
1687,"92","20150401","routine"
1687,"96","20160525","routine"
1687,"96","20170920","routine"
1692,"82","20160809","routine"
1692,"81","20170913","routine"
1699,"100","20150430","routine"
1699,"96","20171108","routine"
1700,"89","20161116","routine"
1702,"73","20171130","routine"
1702,"74","20150728","routine"
1703,"92","20161128","routine"
1703,"90","20160502","routine"
1710,"90","20170221","routine"
1710,"88","20150225","routine"
1710,"88","20160407","routine"
1712,"90","20151103","routine"
1712,"96","20170112","routine"
1724,"86","20160309","routine"
1724,"83","20161026","routine"
1726,"100","20150723","routine"
1726,"91","20160728","routine"
1726,"92","20170314","routine"
1727,"87","20170315","routine"
1727,"88","20160715","routine"
1727,"91","20171117","routine"
1727,"90","20160201","routine"
1734,"82","20160311","routine"
1734,"81","20170616","routine"
1734,"87","20171120","routine"
1734,"86","20150406","routine"
1741,"92","20160520","routine"
1741,"90","20170412","routine"
1741,"84","20150223","routine"
1742,"83","20170214","routine"
1742,"86","20150630","routine"
1753,"72","20170719","routine"
1753,"88","20160607","routine"
1754,"88","20171024","routine"
1754,"84","20150504","routine"
1754,"86","20161202","routine"
1754,"78","20160624","routine"
1757,"77","20151222","routine"
1757,"76","20160204","routine"
1757,"79","20160804","routine"
1757,"86","20170928","routine"
1764,"94","20170216","routine"
1764,"93","20160531","routine"
1768,"94","20180117","routine"
1768,"83","20151120","routine"
1768,"87","20160705","routine"
1768,"88","20170719","routine"
1777,"81","20150330","routine"
1778,"94","20160906","routine"
1778,"94","20171213","routine"
1784,"90","20171107","routine"
1784,"100","20170512","routine"
1788,"87","20150909","routine"
1788,"81","20150126","routine"
1788,"87","20170124","routine"
1791,"86","20170126","routine"
1791,"86","20160512","routine"
1792,"98","20171106","routine"
1792,"96","20151106","routine"
1792,"90","20170419","routine"
1792,"90","20160603","routine"
1796,"80","20171114","routine"
1796,"82","20150721","routine"
1796,"81","20161005","routine"
1797,"86","20170105","routine"
1797,"85","20171010","routine"
1797,"90","20160705","routine"
1797,"70","20150422","routine"
