cz,czname,stateabbrv,aum,rm,pop2000,intersects_msa,cs_race_bla,cs_race_theil_2000,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,gini99,frac_middleclass,taxrate,subcty_total_expenditure_pc,tax_st_diff_top20,eitc_exposure,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_labforce,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,incgrowth0010
100.0,Johnson City,TN,38.3875,0.3717,576081,1.0,0.02084082,0.09038374,0.034865685,0.03015319,0.038239542,0.32525778,31559.768,0.46804,13.459,0.33345,0.54796,0.017183715,1886.1483,0.0,0.0,5.184547164957043,,2.728379,-0.015265618,0.013886936,4816.8154,-0.0024311612,0.58734745,0.23739718,5.293786338666029,0.0037529,0.005639831898639254,0.004697256115025491,0.011783706,-0.29785830035722505,0.51440334,0.001409524,0.18980315,0.11017292,0.6008929,-0.0022776292
200.0,Morristown,TN,37.776752,0.35611,227816,1.0,0.01977912,0.09315301,0.026280908,0.027858246,0.025334772,0.2764278,29958.934,0.43459,10.6310005,0.32828,0.5375,0.018880775,2004.3368,0.0,0.0,4.505885578369306,,-3.4002736,-0.02352069,0.008779014,4762.225,-0.101182744,0.6249742,0.23775563,3.030479166438892,0.0047773,0.016206061031709802,0.014235172244267303,0.023055315,-0.7673547734994611,0.54389507,0.0018435931,0.18510601,0.11595841,0.6133591,-0.0021528497
301.0,Middlesborough,TN,39.04925,0.37557,66708,0.0,0.014645919,0.06425009,0.024081122,0.014683077,0.025814319,0.35853583,22328.484,0.44095,10.691,0.33404002,0.46685,0.012750143,1189.8202,0.0,0.0,5.614119018226621,15.084936936936936,-9.315062,-0.0046290583,0.044972118,11840.353,0.11129849,0.47896314,0.2335314,2.062596351676532,0.0028932,0.008050008994423458,0.011602806260118727,0.007078037,-1.2702512717152377,0.66780597,0.00085447024,0.21100271,0.113451436,0.59028035,-0.0037121451
302.0,Knoxville,TN,37.841248,0.37253,727600,1.0,0.05636476,0.20999432,0.09210362,0.0842674,0.10196562,0.2685696,35884.293,0.50832,15.080001,0.35751998,0.5041,0.016066732,2356.8506,0.0,0.0,4.899846249463375,,-6.031831,-0.011071121,0.010995052,3480.4353,-0.023826126,0.61483055,0.1455054,1.0783084976265715,0.0042875,0.016302913688840022,0.013554150632215503,0.01996747,-0.221884615529828,0.60195297,0.0013441452,0.20560226,0.114277795,0.57514995,-0.0019974154
401.0,Winston-Salem,NC,36.96925,0.38913,493180,1.0,0.17353097,0.262388,0.07186666,0.061080586,0.080625534,0.2918141,38891.746,0.46553,11.917,0.34636,0.49991,0.015877746,1891.4504,1.0,0.0,5.462676324912767,15.385280906737568,-2.2970347,0.022966137,0.014193601,9715.328,0.0515534,0.656087,0.21519853,1.0160847787977956,0.0037629,0.02210146396853076,0.01861997647917596,0.052948195,-0.01779595878475677,0.48793748,0.0026578652,0.22047086,0.09235052,0.5858972,-0.014049402
402.0,Martinsville,VA,37.29525,0.42257,92753,0.0,0.22380947,0.13652563,0.023731109,0.015375408,0.028269544,0.31302428,31264.812,0.44448,10.679999,0.33768,0.53839,0.013621727,1557.879,0.0,0.0,5.739860071432066,,4.2273808,,0.010781323,1113.0,-0.115502454,0.59939295,0.39450666,3.2766714138018473,0.0032874001,0.0068137957801903985,0.010069755156167455,0.024992118,-0.9028151331519464,0.45443273,0.0018975127,0.24088506,0.09563996,0.5795217,-0.011383228
500.0,Greensboro,NC,36.47725,0.39521,1055133,1.0,0.21755931,0.22006495,0.06765316,0.05758893,0.076798044,0.30493262,36581.84,0.52358,18.228,0.3413,0.51009,0.014899475,1932.4557,1.0,0.0,5.007796304470756,16.678006566063814,-3.7159934,0.015528088,0.014216217,4528.4893,-0.017433494,0.66594464,0.26134688,2.0505001447139284,0.0035349,0.016507871519514602,0.015370574136151557,0.050223336,-0.513180378824653,0.433969,0.0034608566,0.23660554,0.09554718,0.5601948,-0.0135504035
601.0,North Wilkesboro,NC,38.344498,0.38886,90016,0.0,0.031927656,0.11409641,0.011896075,0.008601978,0.0124235265,0.2893356,31544.059,0.44603,12.645,0.31958,0.56018,0.01080706,1661.0255,1.0,0.0,5.296090728659817,16.17796976241901,6.6981893,0.021033235,0.011109136,880.0,-0.123175,0.617435,0.27537945,2.5728526981305695,0.0033693998,0.011975648773551369,0.011886775684322786,0.027426854,-0.19309308645297565,0.5613891,0.0026572384,0.16520125,0.0873082,0.6322625,-0.010825817
602.0,Galax,VA,40.813,0.41348,64676,0.0,0.028959738,0.13119748,0.0054097157,0.004165713,0.005661258,0.325102,30683.008,0.35621,8.705999,0.26915,0.60842,0.010872228,1208.0938,0.0,0.0,5.376679333555171,12.326297814207651,4.8995543,,,,,0.59368616,0.32108366,4.3025831157713785,0.0039142002,0.005535283567320181,0.005798132228338178,0.022852449,-0.8011903647056743,0.43017504,0.001329705,0.16680239,0.08945576,0.6222348,-0.00967354
700.0,Spartanburg,SC,36.406,0.4044,354533,1.0,0.20749831,0.1394965,0.0451206,0.0441604,0.045174144,0.29897046,33416.754,0.4713,13.061001,0.34069002,0.5285,0.0155269075,2498.8054,0.0,0.0,5.421495123661611,15.939934342709524,-1.0086955,,0.019744283,7264.3633,0.0066846753,0.62953085,0.29463103,0.945886281670405,0.0039405,0.017028034061709347,0.015558495259961697,0.029063905,-1.0008878319642847,0.59608555,0.0032782655,0.24610297,0.09868777,0.56131065,-0.013856686
800.0,Gastonia,NC,35.43425,0.41629,413331,1.0,0.1377782,0.13367462,0.038078874,0.03441436,0.041466244,0.28839767,33582.14,0.41506,10.08,0.31426,0.54393,0.012982995,1996.3302,1.0,0.0,5.250650802554715,16.36963133432607,2.4118109,0.02952789,0.014516211,10243.961,-0.102231726,0.64767176,0.31108126,1.4663884926240196,0.0032236,0.016945256949031165,0.015331538161908978,0.028618248,-0.6593977155029912,0.60123724,0.0040742164,0.21391876,0.09411669,0.59614784,-0.013851532
900.0,Charlotte,NC,35.835,0.39704,1423942,1.0,0.2273302,0.22331932,0.0983462,0.07842175,0.11966082,0.24078022,41423.258,0.51624,15.613,0.36010998,0.47738,0.016165523,2700.7725,1.0,0.0,5.6735040368590175,16.993594671129465,-2.2910624,0.022949686,0.01334324,4790.2783,-0.020733131,0.69602215,0.17113529,0.8368018083203264,0.0039015,0.034231029072813356,0.021167997011114218,0.06525441,-0.483831368524449,0.4959942,0.003702398,0.21928854,0.087755315,0.5633191,-0.010779724
1001.0,Boone,NC,40.01675,0.30419,77361,0.0,0.02185856,0.076402426,0.030702468,0.02760642,0.030750029,0.37488598,25952.73,0.48711,14.275999,0.34434998,0.53016,0.01847002,1348.4637,1.0,0.0,5.264092185077121,13.936001630877955,9.977794,0.012677218,0.02585282,1673.6685,0.23550987,0.5886975,0.109845355,2.0113604679810098,0.0042634998,0.014051007613655459,0.016558731143599487,0.017842997,0.01234277569716104,0.48845026,0.001705118,0.16738082,0.08976895,0.5265593,0.0021935992
1002.0,Morganton,NC,37.55075,0.37279,164760,1.0,0.047359794,0.1165366,0.012304153,0.010698186,0.010604544,0.3149605,30725.512,0.3508,7.7760005,0.27304,0.60328,0.012274903,1825.9518,1.0,0.0,4.926351105541857,15.707923049234092,5.5558596,0.017786935,0.018208303,887.85614,-0.15529552,0.61005676,0.35483652,3.3316498079541508,0.0036082,0.013103908715707695,0.01498543335761107,0.038391966,-0.23112977476849889,0.56877273,0.0021691178,0.17853874,0.09613002,0.60704374,-0.015628494
1100.0,Hickory,NC,35.5565,0.4151,375363,1.0,0.09086671,0.13408476,0.03751313,0.028770924,0.041844063,0.32150075,36023.973,0.43488,11.834,0.31654,0.56804,0.012512645,1917.402,1.0,0.0,5.204936898259904,16.672078891257993,3.202498,0.026096528,0.010656351,4109.336,-0.16358271,0.68800557,0.36515042,3.9485922585409576,0.0037977002,0.022359689154232035,0.018595333050940025,0.042310156,-0.23540835303667762,0.57753164,0.002215675,0.19019447,0.09470301,0.60080165,-0.014445595
1201.0,Franklin,NC,41.238,0.33776,44861,0.0,0.010499097,0.044337973,0.010646467,0.009372982,0.01119703,0.4157828,37260.508,0.51602,20.552,0.3105,0.56475,0.018246097,1433.7782,1.0,0.0,5.199437771791877,15.814117853384776,4.109753,0.033940177,,,,0.5576459,0.15788384,1.0997022260912237,0.0057550003,0.012483003053877532,0.00974120059740086,0.03088232,-0.2337045455196635,0.6133167,0.0020108137,0.16604632,0.10332849,0.6243335,0.008580809
1202.0,Sylva,NC,40.59225,0.29197,54082,0.0,0.014348581,0.32603067,0.016147032,0.019604832,0.01425846,0.41210684,28766.82,0.404,8.4210005,0.31979,0.52059,0.012075881,1581.0417,1.0,0.0,5.622215487195031,14.643370207607214,3.849286,0.022156514,0.036980882,971.2275,0.11177484,0.6091752,0.10599493,6.567269437131679,0.0053103,0.009725971672645243,0.010373137088125439,0.014753011,-1.0006839185404224,0.4091195,0.0020894199,0.21684067,0.0990897,0.5818828,-0.007882103
1203.0,Asheville,NC,39.013,0.31936,398505,1.0,0.05033312,0.16819838,0.035723384,0.03400732,0.03664989,0.31397945,37445.125,0.46143,13.046,0.33097002,0.54513,0.015099687,2059.4146,1.0,0.0,5.6491171557829665,16.176243429033565,9.045191,0.02436009,0.022584409,5560.466,0.0011793025,0.6041282,0.17829385,1.827455613781777,0.0047740997,0.017309694985006462,0.012712513017402541,0.038004905,0.05522190824418491,0.57719225,0.0032070184,0.20327097,0.099264406,0.59159213,-0.002378152
1204.0,Andrews,NC,40.83275,0.30435,59681,0.0,0.009349709,0.050597016,0.0077434746,0.0074222097,0.0072736796,0.36084786,33712.03,0.84733,55.821003,0.28911996,0.51937,0.011532463,1931.5419,1.0,0.0,5.16721613469652,15.684756603103162,1.5512376,0.016589286,0.033511505,7563.4165,-0.110152066,0.5246205,0.1538307,2.852943039793168,0.0048527,0.011511201219818704,0.0043397396156230625,0.014702197,-0.9993004809500875,0.5491027,0.0016253078,0.16566412,0.088563666,0.6476094,0.0048557194
1301.0,Bennettsville,SC,34.9235,0.4105,71586,0.0,0.39956138,0.076508634,0.009885982,0.008339787,0.0072418093,0.3400332,25531.406,0.45517,12.783,0.32734,0.43947,0.017442537,1335.0997,0.0,0.0,5.4929563754597925,14.902903297848585,-10.919571,0.018695936,0.013969212,1272.0,-0.11195402,0.5744633,0.35963434,2.828323548393674,0.0023744002,0.015310256195345458,0.018006314083759394,0.012357196,-2.4401389315553357,0.48985836,0.003757718,0.316179,0.09123583,0.5186066,-0.02447197
1302.0,Florence,SC,35.914,0.3938,548986,1.0,0.34077007,0.20132881,0.046740204,0.05366233,0.04265347,0.3266602,32610.357,0.55174,13.675,0.41499,0.42169,0.017293002,1725.8469,0.0,0.0,5.70984791505378,15.871223623121432,-2.105922,-0.017499972,0.01275078,3523.3062,-0.032480866,0.6145274,0.16173005,1.0597934972377379,0.0038201,0.022949583413784686,0.013523113522020598,0.023216562,-1.9584136806636931,0.43571058,0.002934501,0.294691,0.09512408,0.5294711,-0.0060923877
1400.0,Fayetteville,NC,34.774998,0.37436,644101,1.0,0.29853547,0.17329334,0.05197577,0.052565884,0.047786854,0.3216631,29959.111,0.4628,11.49,0.3479,0.49408,0.013378389,2089.7979,1.0,0.0,4.866018722025778,16.342743690752428,-5.4835944,0.023846488,0.013972964,2936.9368,-0.09966358,0.63784695,0.20191148,4.161126346681844,0.0030373998,0.030481244401111007,0.037509645226447404,0.046625547,-2.2102321968327625,0.37744546,0.0030383433,0.27581125,0.0922889,0.54476655,-0.010620236
1500.0,Wilmington,NC,35.8625,0.34638,361559,1.0,0.21038613,0.15476283,0.06384253,0.059699222,0.06934398,0.31749415,35616.594,0.52321,12.594,0.39727,0.46309,0.017944505,2143.6377,1.0,0.0,5.378792987188132,16.101843110811416,-0.1525012,0.020422185,0.019360602,3723.0442,0.15620619,0.60983795,0.119741775,0.4896807873839748,0.004023,0.03271941785434742,0.017410713050981998,0.028214717,-1.2280170878669616,0.4339928,0.0031699706,0.2534681,0.09566878,0.5561864,-0.00026767942
1600.0,Wilson,NC,35.0385,0.4313,216840,1.0,0.4158873,0.1694319,0.053191338,0.04950366,0.05564109,0.36009496,31548.578,0.51402,11.255,0.40147004,0.44348,0.015048576,2899.386,1.0,0.0,5.084143345533797,15.843030938647091,-6.231404,0.035276547,0.023058476,5704.575,-0.09334232,0.61949956,0.2321969,3.633439798440708,0.0032369,0.013198671831765357,0.015320051650986903,0.035108037,-1.3951949755006785,0.39812303,0.0037893124,0.291425,0.0871221,0.52450234,-0.00651335
1701.0,Raleigh,NC,36.93225,0.38949,1412127,1.0,0.23015918,0.15934998,0.09878719,0.08725952,0.11377541,0.24953716,40545.81,0.5086,17.762,0.33098,0.44848,0.017746152,3146.7046,1.0,0.0,5.729679736295828,15.959349802451218,-0.3586879,,0.012038577,5642.452,0.1345299,0.6944391,0.1412988,2.940955381004511,0.003982,0.033361022061046915,0.02266085132569521,0.08519555,-0.40136127461383236,0.3994598,0.0022364217,0.21063374,0.08524875,0.54431474,-0.008822666
1702.0,Henderson,NC,33.47,0.42436,62926,0.0,0.49931666,0.09495664,0.033511553,0.032143574,0.033790212,0.3449313,29491.895,0.4963,12.68,0.3695,0.40035,0.013773896,2116.281,1.0,0.0,5.431772452899214,16.50678617157491,-10.28387,0.04207213,0.015891682,770.0,-0.15611692,0.580119,0.26197675,1.0731109005963033,0.0029358,0.01482693957982392,0.019816927819979024,0.030904254,-1.6357095382391422,0.43716428,0.0036233035,0.33942384,0.08619575,0.52414024,-0.022357695
1800.0,Goldsboro,NC,37.61975,0.39567,222553,1.0,0.31101355,0.11320617,0.025556004,0.028970249,0.021158205,0.34841287,28924.625,0.45733,11.110001,0.34622997,0.50059,0.013404864,1843.966,1.0,0.0,4.786383798571085,16.293938891651464,-4.0234423,0.015213766,0.017973246,2664.691,-0.090956494,0.6173569,0.19093601,1.4814412290577097,0.0035067,0.016485960647576084,0.021338737289544513,0.06504087,-1.6120601961247565,0.39466104,0.0025564877,0.25020528,0.084385425,0.554769,-0.008572156
1900.0,Jacksonville,NC,37.20775,0.38275,536909,1.0,0.2561123,0.13557321,0.049144045,0.048159305,0.048380326,0.3751614,29500.39,0.46445,11.594,0.34851,0.51684,0.013913433,2523.385,1.0,0.0,5.022745514490695,16.2804131731351,0.7575594,0.023776026,0.013037591,1084.9718,0.02103376,0.6538132,0.12623358,0.810921694636326,0.0036712,0.03273366622649276,0.03856333196128208,0.0340685,-1.9257765004995309,0.34186053,0.0021989613,0.24342915,0.084307015,0.5440954,-0.0042681755
2000.0,Virginia Beach,VA,37.92725,0.38389,1119468,1.0,0.30820087,0.18929054,0.11084954,0.111149125,0.108749755,0.25349888,34928.805,0.45112,10.785,0.34327,0.52275,0.02443881,2365.7444,0.0,0.0,5.897450451003252,15.308997701962168,5.3901887,,0.011612659,3090.3813,-0.033643574,0.6826952,0.09088859,0.40606407490305096,0.0042706,0.028453694076114727,0.029294271922020103,0.044734642,-0.9496713957858154,0.3457321,0.0012764992,0.26089326,0.09427957,0.52686936,0.005751016
2100.0,Washington,NC,37.50625,0.37629,124216,0.0,0.28763604,0.15841816,0.037142873,0.04214749,0.02906132,0.38675317,32919.36,0.47538,11.065001,0.36473,0.46068,0.021306232,2822.5295,1.0,0.0,5.722808327887218,14.2246102137989,-0.06702318,0.025642069,0.016100986,880.0,-0.083659835,0.5943025,0.16150719,1.9298402330599036,0.0043272,0.013363817865653377,0.016334449668319703,0.022379775,-1.0656221917452728,0.46622014,0.002254138,0.26187593,0.08471966,0.5704187,0.002560967
2200.0,South Boston,VA,37.989,0.4398,158234,0.0,0.3982646,0.02662421,0.007958942,0.007208581,0.006660945,0.31821972,28197.59,0.40842,8.048,0.32794,0.50724,0.012839428,1348.7748,0.0,0.0,5.389449467226347,,4.091639,-0.0033893245,0.025279017,5394.804,0.15167063,0.53625554,0.2076344,2.7859099123725173,0.0034872002,0.00908148691178887,0.008335755905810382,0.012253526,-0.6502230498118021,0.40650555,0.0013840261,0.26595807,0.08583118,0.5344166,-0.011249613
2300.0,Lynchburg,VA,39.2425,0.3969,228616,1.0,0.18070039,0.13219625,0.049741056,0.047634356,0.055896036,0.30880636,34416.57,0.41909,9.827,0.32082,0.54407,0.015641645,1481.3845,0.0,0.0,5.262509250298854,,3.3329802,,0.026244882,12558.863,0.05659884,0.6256427,0.22140089,1.3091233608745314,0.0041078003,0.009474402491514156,0.008918885817265633,0.0196676,-0.18454126319891487,0.5745092,0.0009491899,0.2300818,0.088991836,0.5710733,-0.006863194
2400.0,Richmond,VA,37.87175,0.40043,1040192,1.0,0.30253935,0.25673267,0.11940699,0.11365194,0.12456237,0.23800687,41886.04,0.46067,11.542999,0.34524,0.46305,0.02168228,2427.8289,0.0,0.0,5.919227905037081,,4.6491685,,0.013459054,5093.1006,-0.017846372,0.67070735,0.11710343,0.5699027191641528,0.0047043,0.018964768042822863,0.013151418199716975,0.04327491,0.24893187355374016,0.43282875,0.0017371792,0.2593909,0.097635806,0.53265476,-0.005281926
2500.0,Newport News,VA,38.0525,0.39982,570854,1.0,0.31579703,0.18060593,0.08676168,0.08161642,0.09494453,0.2896524,36027.367,0.42174,9.192,0.32981998,0.52066,0.021578085,1807.4824,0.0,0.0,5.965577243927656,,3.348459,,0.0105105685,3699.2515,0.13136373,0.6483854,0.14700966,0.321489719766754,0.0043779,0.025298938082241693,0.026455100603656977,0.038416,-0.630331958857762,0.36677504,0.0016729322,0.26616207,0.09100999,0.5528399,0.008042381
2600.0,Roanoke Rapids,NC,35.58675,0.46087,139055,0.0,0.56683326,0.10437427,0.011118793,0.010540027,0.010799218,0.3573749,27335.057,0.44151,8.827,0.35323998,0.40916,0.015675006,2041.272,1.0,0.0,5.356186456934586,16.493476214921287,-11.577292,0.012142691,0.021574197,6297.905,-0.12768027,0.5133925,0.23247346,0.5616556096246761,0.0028316,0.0071122936967387,0.01154938693322786,0.010234114,-0.5956310514512074,0.36384165,0.004904534,0.34979856,0.08432226,0.4942441,-0.017761867
2700.0,Gulfport,MS,39.334,0.34168,458674,1.0,0.18216424,0.18114494,0.035585925,0.03697156,0.03405502,0.29765528,31028.055,0.46469,12.053,0.34416,0.51798,0.017690595,2072.1204,0.0,0.0,4.6269805736188525,18.443887450237693,-3.5917153,0.0022829226,0.0043603955,955.59125,-0.03261737,0.61932003,0.1327423,0.40133641878683807,0.0034711,0.020443713835970646,0.018553482429786734,0.02585801,-1.630000203449517,0.5354173,0.0017354373,0.24368158,0.1206366,0.54925,-0.004213746
2800.0,Laurel,MS,40.06675,0.43611,120505,0.0,0.31814447,0.13793388,0.015495657,0.015818425,0.013434868,0.31957796,26973.969,0.51114,13.527,0.37587,0.45074,0.010673209,1817.3365,0.0,0.0,4.428804317111219,17.850128673980763,-9.186356,0.0011710094,0.016596822,871.7181,-0.08776393,0.55683374,0.24816692,2.1989096058786983,0.0025283,0.011924816397659847,0.013161279614953737,0.013048851,-0.5600158390343601,0.6200573,0.0019252313,0.25805578,0.0984317,0.54711,0.0013357981
2900.0,Hattiesburg,MS,39.39125,0.38949,157181,1.0,0.29765683,0.21982367,0.061823092,0.049079563,0.07242375,0.35821846,28079.074,0.50936,11.349,0.39587003,0.44136,0.012192616,2011.3497,0.0,0.0,4.261038413048697,16.788643900373955,-7.9405866,-0.0054147877,0.019086277,3586.3113,0.10889195,0.605079,0.13237251,1.0940574267595116,0.0029784,0.02060681634548705,0.019232604449647223,0.01332328,-0.7068700804557384,0.6100292,0.001590523,0.2687656,0.098502316,0.5124754,0.0021561638
3001.0,Kosciusko,MS,37.347248,0.48801,41270,0.0,0.5979162,0.13533102,0.02733352,0.03441363,0.02128648,0.36452004,24121.31,0.53917,18.373001,0.35544002,0.32544,0.012868926,1747.6862,0.0,0.0,4.336467269949465,19.80283229521683,-13.492234,-0.025100004,0.04846135,1219.9734,-0.022409221,0.50685143,0.23066431,5.352758187173268,0.0022837,0.012745335594863096,0.017446086745820207,0.0048579886,-0.8561523996443987,0.42343107,0.0017688393,0.39426458,0.08273071,0.46103027,-0.0146896215
3002.0,Yazoo City,MS,34.79875,0.50763,39355,1.0,0.58516073,0.13824989,0.025365153,0.021017771,0.037837964,0.41743925,22600.174,0.60473,17.470001,0.43003,0.29639,0.014979947,1808.8735,0.0,0.0,4.664235512531494,20.13972947884896,-23.049297,0.041121423,,,,0.5030236,0.19865917,0.4070438898915256,0.0025079,0.01107864312031508,0.016999110659382543,0.030807681,-0.3507633448800584,0.4464744,0.0017786812,0.4012987,0.078926094,0.40429834,-0.022182276
3003.0,Jackson,MS,36.3725,0.41994,546560,1.0,0.44453308,0.2884704,0.10011209,0.09204572,0.11048307,0.26701233,33322.402,0.60495,17.981,0.42514002,0.42467,0.013829206,1604.1338,0.0,0.0,4.618305355715427,19.18673784078984,-15.256589,0.0049753184,0.016466627,2959.4417,-0.019601377,0.62928575,0.11230317,0.6436496370232484,0.003552,0.014536372950819672,0.013445916276346604,0.014078768,-0.5382589358644381,0.53056574,0.001650322,0.30297244,0.10366392,0.49462837,-0.0047348575
3101.0,McComb,MS,39.6185,0.43822,103602,0.0,0.4430706,0.08301788,0.012882024,0.009570748,0.012045957,0.3413475,25123.338,0.50457,11.866,0.38591,0.38559,0.010464288,1568.7284,0.0,0.0,4.397587789518626,17.76705565529623,-16.041437,0.010593566,0.009652323,970.0,-0.061313745,0.5237243,0.18398596,0.7581934038233467,0.0021975,0.012239145962433157,0.011351132217524759,0.006669017,-0.6237428983199446,0.6012818,0.0017374182,0.30821437,0.09442049,0.5147493,-0.0020152517
3102.0,Brookhaven,MS,40.479248,0.42353,46424,0.0,0.30242977,0.097941875,0.014485686,0.01756443,0.008401623,0.32050097,27070.598,0.56852,21.251001,0.35601002,0.46301,0.015229637,1806.2056,0.0,0.0,4.3379852234079985,18.26568546968453,-8.088287,0.016360197,,,,0.55158824,0.14292893,0.6032021025328602,0.0022587,0.015746165776322592,0.015703084611407892,0.0059850155,-0.017319921513061966,0.71883076,0.0011416508,0.24041006,0.08806049,0.5702726,0.012239705
3201.0,Jena,LA,48.58875,0.44039,25202,0.0,0.18546148,0.14466672,0.0072198017,0.0064698635,0.007993521,0.36904487,24857.207,0.38948,5.903,0.33045,0.50294,0.014230998,2133.6597,4.0,0.0,4.508267116895447,16.446947449768164,1.4472243,0.013930036,,,,0.49523193,0.08190722,0.6176343243118746,0.0025701001,0.010832473613205301,0.014681374494087771,0.0046012867,0.24426404038392205,0.698397,0.0056344736,0.1908976,0.07957534,0.59973705,0.00629194
3202.0,Natchez,MS,38.7735,0.43726,69653,0.0,0.4635694,0.19362272,0.03951925,0.0441472,0.030072829,0.41761458,27487.764,0.55357,12.508,0.42848998,0.3954,0.011610334,1536.2943,0.0,0.0,4.644984568717891,18.569317668323546,-19.332298,0.012212639,0.028713766,954.7982,0.26087233,0.5190854,0.11090544,0.437547346053222,0.002196,0.007278939887729171,0.010968658923520882,0.011893319,-0.3725538196745955,0.5298695,0.003574864,0.35005766,0.10628215,0.4875998,-0.0134221595
3203.0,Vicksburg,MS,35.33125,0.41933,84943,0.0,0.5634955,0.23862258,0.06548241,0.065350205,0.071503446,0.37889048,27080.139,0.54677,13.243,0.41433996,0.39128,0.015890568,1873.7775,0.0,0.0,4.491635696839824,18.326547569588705,-18.28028,0.030135589,0.0235452,2402.1218,0.03722353,0.5663454,0.14858587,2.1940192840075112,0.0029576998,0.007852324499958796,0.012655545483441838,0.008993622,-0.6623665907797317,0.45963764,0.0038967307,0.37115058,0.09064642,0.45676178,-0.0029384948
3300.0,New Orleans,LA,38.17975,0.39679,1381652,1.0,0.3708242,0.35449126,0.10438144,0.09710666,0.106818736,0.24744412,34076.816,0.58297,13.587999,0.44709003,0.42313,0.026193233,2299.473,4.0,0.0,5.098359962295891,17.642577974409335,-10.713638,0.052835427,0.019541824,9042.797,-0.061522923,0.60825205,0.08310447,0.1852996748366835,0.0032185998,0.01099698042633022,0.01475986717349955,0.046563268,-0.9883344049776243,0.52916723,0.0034002773,0.3118386,0.112038344,0.47471544,-0.003653771
3400.0,Houma,LA,43.974,0.40068,271365,1.0,0.1991856,0.17694737,0.039888564,0.03360391,0.0428579,0.41435164,28093.625,0.48615,13.738001,0.34877,0.52607,0.021154586,2349.9,4.0,0.0,4.085528107571665,16.963517950764647,-11.856806,0.03808927,0.014740295,1743.524,0.008232682,0.56851757,0.1134295,0.11004906112271476,0.0026435,0.008674663276398946,0.011766440034639692,0.01518727,-1.2465638064825229,0.73654306,0.0033239364,0.21443725,0.09065436,0.5580666,0.010329095
3500.0,Baton Rouge,LA,39.294502,0.4055,806561,1.0,0.3326568,0.29166672,0.083660394,0.08445257,0.08057771,0.25823426,31578.73,0.51468,11.424999,0.40043002,0.44281,0.02071101,1821.1262,4.0,0.0,4.792551637374962,17.13402976553279,-11.032801,0.040728338,0.019837309,2442.328,0.029947678,0.6184307,0.115866,0.37454597513667653,0.0030739,0.01272563389501848,0.011739967590795984,0.023901127,-1.1676880009648303,0.512549,0.0036686624,0.26570323,0.097043134,0.5132786,0.0028867242
3600.0,Alexandria,LA,40.066998,0.40416,186516,1.0,0.28245834,0.26311633,0.056673232,0.05765351,0.05265952,0.34275573,28236.326,0.54595,13.78,0.40815002,0.44906,0.017666955,1721.7025,4.0,0.0,4.58709062606005,16.91385367215862,-6.212617,0.041688785,0.021445882,3525.2893,-0.056933068,0.54766446,0.0719141,0.196579002603412,0.0026346,0.011328786806493813,0.011897102661433871,0.012182551,-0.9695026881989778,0.6107894,0.00441249,0.28079122,0.098018885,0.5300738,0.003201007
3700.0,Lake Charles,LA,42.56025,0.33977,335960,1.0,0.20512562,0.23854569,0.04681944,0.043718442,0.051303238,0.36925656,29461.705,0.44243,10.245,0.33998,0.51652,0.021405535,1823.278,4.0,0.0,4.853867792202043,16.288164670844452,-1.394466,0.013809483,0.017859269,2437.9167,-0.0045840126,0.58990586,0.12467139,0.3567099006044895,0.0028913,0.01762114537444934,0.023345041076318608,0.016437944,-1.3119923229752934,0.59975296,0.0023395643,0.22461031,0.09779124,0.571886,0.0051405486
3800.0,Lafayette,LA,43.189003,0.38124,548154,1.0,0.27017772,0.19361423,0.059166595,0.05795584,0.058364626,0.33869123,28711.969,0.54719,14.406,0.40313,0.47039,0.016591175,2106.4485,4.0,0.0,4.3349223900940155,17.032984829644366,-6.928369,0.030752795,0.018243048,1822.2378,-0.03434415,0.5797,0.08167019,0.209437180320761,0.0024368,0.009760030940210234,0.0096560455638379,0.015995346,-0.9970294452646354,0.8004648,0.0032545598,0.25830984,0.09695563,0.5378538,0.009620056
3901.0,Monroe,LA,37.8895,0.41474,253878,1.0,0.3367011,0.31969035,0.070166074,0.06566,0.07459633,0.34137037,29496.256,0.57082,15.644,0.41437995,0.41372,0.015750622,1532.1287,4.0,0.0,4.623439388391879,17.005805682415225,-6.3153453,0.045960475,0.0196945,1720.1388,-0.05498143,0.5863801,0.12133415,0.2946860221046145,0.0024773001,0.01088711900991815,0.014818140996856757,0.008550624,-0.45927951505903497,0.5830163,0.0038010383,0.30683413,0.09426885,0.52688915,-0.003050363
3902.0,Lake Providence,LA,40.5265,0.5073,21735,0.0,0.39622727,0.26623803,0.024299687,0.023407945,0.025411017,0.393187,21037.137,0.46057,8.917,0.3714,0.34833,0.024319109,1945.5095,4.0,0.0,4.399771879100394,16.15387636965061,-5.451291,0.05475129,,,,0.47741508,0.09565344,2.112136071563015,0.0028586,0.008051529790660225,0.0132965263400046,0.005523853,-0.42575514113644114,0.60777545,0.0030825858,0.31658292,0.07605168,0.5410939,0.01807704
