chamber,session,roll call,member,vote
House,1,555,K000375,Yes
House,1,555,K000395,No
House,1,555,K000385,Yes
House,1,555,K000388,No
House,1,555,K000376,No
House,1,555,K000379,Yes
House,1,555,K000389,Yes
House,1,555,K000380,Yes
House,1,555,K000381,Yes
House,1,555,K000394,Yes
House,1,555,K000188,Not Voting
House,1,555,K000362,No
House,1,555,K000210,No
House,1,555,K000378,No
House,1,555,K000368,Yes
House,1,555,K000391,Yes
House,1,555,K000382,Not Voting
House,1,555,K000392,No
House,1,555,L000585,No
House,1,555,L000578,No
House,1,555,L000588,Yes
House,1,555,L000564,No
House,1,555,L000559,Yes
House,1,555,L000560,Yes
House,1,555,L000557,Yes
House,1,555,L000566,No
House,1,555,L000581,Not Voting
House,1,555,L000586,Yes
House,1,555,L000551,Yes
House,1,555,L000590,Yes
House,1,555,L000589,No
House,1,555,L000593,Yes
House,1,555,L000592,Yes
House,1,555,L000287,Yes
House,1,555,L000582,Yes
House,1,555,L000563,Yes
House,1,555,L000565,Yes
House,1,555,L000397,Not Voting
House,1,555,L000576,No
House,1,555,L000583,No
House,1,555,L000579,Yes
House,1,555,L000480,Yes
House,1,555,L000491,No
House,1,555,L000569,No
House,1,555,L000570,Yes
House,1,555,L000591,Yes
House,1,555,L000562,Yes
House,1,555,M001203,Yes
House,1,555,M000087,Yes
House,1,555,M001185,Yes
House,1,555,M001158,Not Voting
House,1,555,M001198,No
House,1,555,M001184,No
House,1,555,M001199,No
House,1,555,M001163,Yes
House,1,555,M001209,Yes
House,1,555,M001208,Yes
House,1,555,M001165,No
House,1,555,M001157,No
House,1,555,M001177,No
House,1,555,M001143,Yes
House,1,555,M001200,Not Voting
House,1,555,M000312,Yes
House,1,555,M001156,Not Voting
House,1,555,M001180,No
House,1,555,M001166,Yes
House,1,555,M001187,No
House,1,555,M001137,Yes
House,1,555,M001188,Yes
House,1,555,M001204,No
House,1,555,M001205,No
House,1,555,M001201,No
House,1,555,M001194,No
House,1,555,M001195,No
House,1,555,M001160,Yes
House,1,555,M001206,Yes
House,1,555,M001196,Yes
House,1,555,M001207,Yes
House,1,555,M001190,No
House,1,555,M001202,Yes
House,1,555,M001210,No
House,1,555,N000002,Yes
House,1,555,N000179,Yes
House,1,555,N000015,Yes
House,1,555,N000191,Yes
House,1,555,N000189,No
House,1,555,N000188,Yes
House,1,555,N000190,Not Voting
House,1,555,N000181,No
House,1,555,O000171,Yes
House,1,555,O000172,Yes
House,1,555,O000168,No
House,1,555,O000173,Yes
House,1,555,P000601,No
House,1,555,P000034,Yes
House,1,555,P000609,No
House,1,555,P000613,Yes
House,1,555,P000614,Yes
House,1,555,P000096,Yes
House,1,555,P000604,Yes
House,1,555,P000615,No
House,1,555,P000593,Yes
House,1,555,P000605,No
House,1,555,P000608,Yes
House,1,555,P000258,Yes
House,1,555,P000616,Yes
House,1,555,P000597,Yes
House,1,555,P000607,Yes
House,1,555,P000618,Yes
House,1,555,P000599,No
House,1,555,P000617,Yes
House,1,555,P000523,Yes
House,1,555,Q000023,Yes
House,1,555,R000606,Yes
House,1,555,R000601,Not Voting
House,1,555,R000585,No
House,1,555,R000610,No
House,1,555,R000602,Yes
House,1,555,R000597,No
House,1,555,R000588,Yes
House,1,555,R000611,No
House,1,555,R000591,No
House,1,555,M001159,No
House,1,555,R000582,No
House,1,555,R000575,No
House,1,555,R000395,No
House,1,555,R000607,No
House,1,555,R000613,Yes
House,1,555,R000612,No
House,1,555,R000616,Yes
House,1,555,R000603,No
House,1,555,R000614,No
House,1,555,R000486,Yes
House,1,555,R000599,Yes
House,1,555,R000576,Yes
House,1,555,R000515,Yes
House,1,555,R000609,No
House,1,555,R000577,Yes
House,1,555,S001156,Yes
House,1,555,S001168,Yes
House,1,555,S001176,No
House,1,555,S001205,Yes
House,1,555,S001145,Yes
House,1,555,S001150,Yes
House,1,555,S001190,Yes
House,1,555,S001180,Yes
House,1,555,S001216,Yes
House,1,555,S001183,No
House,1,555,S000185,Yes
House,1,555,S001189,No
House,1,555,S001157,Yes
House,1,555,S000244,No
House,1,555,S000248,Yes
House,1,555,S001185,Yes
House,1,555,S001206,Yes
House,1,555,S000344,Yes
House,1,555,S001207,Yes
House,1,555,S000364,No
House,1,555,S001148,No
House,1,555,S001165,Yes
House,1,555,S001208,Yes
House,1,555,S001195,No
House,1,555,S001172,No
House,1,555,S000522,No
House,1,555,S000510,Not Voting
House,1,555,S001199,No
House,1,555,S001200,Yes
House,1,555,S001209,Yes
House,1,555,S001210,No
House,1,555,S001175,Yes
House,1,555,S001211,Yes
House,1,555,S001212,No
House,1,555,S001196,No
House,1,555,S001213,No
House,1,555,S001214,No
House,1,555,S001215,Yes
House,1,555,S001192,No
House,1,555,S001187,No
House,1,555,S001201,Yes
House,1,555,S001193,Yes
House,1,555,T000472,Yes
House,1,555,T000479,No
House,1,555,T000460,Yes
House,1,555,T000193,Yes
House,1,555,T000467,No
House,1,555,T000238,No
House,1,555,T000480,No
House,1,555,T000470,No
House,1,555,T000468,Yes
House,1,555,T000481,Yes
House,1,555,T000469,Yes
House,1,555,T000474,Yes
House,1,555,T000484,Yes
House,1,555,T000482,Yes
House,1,555,T000483,Yes
House,1,555,T000463,Not Voting
House,1,555,U000040,Yes
House,1,555,U000031,No
House,1,555,V000133,Yes
House,1,555,V000130,Yes
House,1,555,V000131,Yes
House,1,555,V000132,Yes
House,1,555,V000081,Yes
House,1,555,V000108,Yes
House,1,555,W000812,No
House,1,555,W000798,No
House,1,555,W000791,No
House,1,555,W000819,No
House,1,555,W000813,No
House,1,555,W000823,No
House,1,555,W000797,Yes
House,1,555,W000187,Yes
House,1,555,W000824,No
House,1,555,W000822,Yes
House,1,555,W000814,No
House,1,555,W000806,No
House,1,555,W000800,Yes
House,1,555,W000815,No
House,1,555,W000821,No
House,1,555,W000825,Yes
House,1,555,W000826,Yes
House,1,555,W000816,No
House,1,555,W000808,Yes
House,1,555,W000795,No
House,1,555,W000804,No
House,1,555,W000809,No
House,1,555,W000810,No
House,1,555,W000827,No
House,1,555,Y000062,Yes
House,1,555,Y000065,No
House,1,555,Y000033,No
House,1,555,Z000017,No
House,1,555,P000197,Speaker
House,1,554,A000374,Not Voting
House,1,554,A000370,Yes
House,1,554,A000055,Yes
House,1,554,A000371,Yes
House,1,554,A000372,Yes
House,1,554,A000376,Yes
House,1,554,A000367,No
House,1,554,A000369,Yes
House,1,554,A000377,Yes
House,1,554,A000375,Yes
House,1,554,A000378,Yes
House,1,554,B001291,Yes
House,1,554,B001298,Yes
House,1,554,B001307,Yes
House,1,554,B001306,Yes
House,1,554,B001299,Yes
House,1,554,B001282,Yes
House,1,554,B001300,Yes
House,1,554,B001270,Yes
House,1,554,B001281,Not Voting
House,1,554,B001287,Yes
House,1,554,B001301,Yes
House,1,554,B001292,Not Voting
House,1,554,B001302,Yes
House,1,554,B001257,Yes
House,1,554,B000490,Yes
House,1,554,B001311,Yes
House,1,554,B001250,Yes
House,1,554,B000574,Yes
House,1,554,B001303,Yes
House,1,554,B001278,Yes
House,1,554,B001295,Yes
House,1,554,B001296,Yes
House,1,554,B000755,Yes
House,1,554,B001308,Yes
House,1,554,B001274,Yes
House,1,554,B001284,Yes
House,1,554,B001304,Yes
House,1,554,B001285,Yes
House,1,554,B001260,Yes
House,1,554,B001297,Yes
House,1,554,B001275,Yes
House,1,554,B001305,Yes
House,1,554,B001309,Yes
House,1,554,B001248,Yes
House,1,554,B001286,Yes
House,1,554,B001251,Yes
House,1,554,B001289,Yes
House,1,554,C000059,Yes
House,1,554,C001112,Yes
House,1,554,C001097,Yes
House,1,554,C001072,Yes
House,1,554,C001103,Yes
House,1,554,C001051,Yes
House,1,554,C001090,Yes
House,1,554,C001055,Yes
House,1,554,C001117,Yes
House,1,554,C001066,Yes
House,1,554,C001091,Yes
House,1,554,C000266,Yes
House,1,554,C001109,Not Voting
House,1,554,C001080,Yes
House,1,554,C001084,Yes
House,1,554,C001123,Yes
House,1,554,C001101,Yes
House,1,554,C001067,Yes
House,1,554,C001049,Yes
House,1,554,C001061,Yes
House,1,554,C001118,Yes
House,1,554,C001115,Yes
House,1,554,C000537,Not Voting
House,1,554,C001068,Yes
House,1,554,C001053,Yes
House,1,554,C001093,Yes
House,1,554,C001092,Yes
House,1,554,C001108,Yes
House,1,554,C001062,Yes
House,1,554,C001078,Yes
House,1,554,C001094,Yes
House,1,554,C000754,Yes
House,1,554,C001110,Yes
House,1,554,C001059,Yes
House,1,554,C001069,Yes
House,1,554,C001124,Yes
House,1,554,C001119,Yes
House,1,554,C001087,Not Voting
House,1,554,C001120,Yes
House,1,554,C001111,Yes
House,1,554,C001121,Yes
House,1,554,C001063,Yes
House,1,554,C000984,Not Voting
House,1,554,C001122,Yes
House,1,554,C001114,Yes
House,1,554,D000629,Yes
House,1,554,D000626,Yes
House,1,554,D000598,Yes
House,1,554,D000096,Yes
House,1,554,D000619,Yes
House,1,554,D000631,Yes
House,1,554,D000191,Yes
House,1,554,D000197,Yes
House,1,554,D000216,Yes
House,1,554,D000617,Yes
House,1,554,D000630,Yes
House,1,554,D000627,Yes
House,1,554,D000623,Yes
House,1,554,D000616,Not Voting
House,1,554,D000610,Yes
House,1,554,D000600,Yes
House,1,554,D000624,Yes
House,1,554,D000399,Yes
House,1,554,D000482,Yes
House,1,554,D000615,Yes
House,1,554,D000628,Yes
House,1,554,E000294,Yes
House,1,554,E000179,Yes
House,1,554,E000299,Not Voting
House,1,554,E000215,Yes
House,1,554,E000297,Yes
House,1,554,E000298,Yes
House,1,554,E000296,Yes
House,1,554,F000465,Yes
House,1,554,F000467,Yes
House,1,554,F000466,Yes
House,1,554,F000459,Yes
House,1,554,F000468,Yes
House,1,554,F000461,Yes
House,1,554,F000449,Yes
House,1,554,F000454,Yes
House,1,554,F000450,Yes
House,1,554,F000462,Yes
House,1,554,F000455,Yes
House,1,554,F000469,Yes
House,1,554,G000571,Not Voting
House,1,554,G000578,Yes
House,1,554,G000579,Not Voting
House,1,554,G000574,Yes
House,1,554,G000559,Yes
House,1,554,G000586,Yes
House,1,554,G000587,Yes
House,1,554,G000584,Yes
House,1,554,G000563,Yes
House,1,554,G000552,Yes
House,1,554,G000592,Yes
House,1,554,G000585,Yes
House,1,554,G000588,Yes
House,1,554,G000581,Yes
House,1,554,G000589,Yes
House,1,554,G000565,Yes
House,1,554,G000583,Yes
House,1,554,G000377,Yes
House,1,554,G000560,Yes
House,1,554,G000577,Yes
House,1,554,G000546,Yes
House,1,554,G000590,Yes
House,1,554,G000553,Yes
House,1,554,G000568,Yes
House,1,554,G000551,Yes
House,1,554,G000576,Yes
House,1,554,G000591,Yes
House,1,554,G000558,Yes
House,1,554,H001080,Yes
House,1,554,H001088,Yes
House,1,554,H001090,Yes
House,1,554,H001052,Yes
House,1,554,H001053,Yes
House,1,554,H000324,Yes
House,1,554,H001081,Yes
House,1,554,H001064,Yes
House,1,554,H001082,Yes
House,1,554,H001056,Yes
House,1,554,H001071,Yes
House,1,554,H001077,Not Voting
House,1,554,H001038,Yes
House,1,554,H001072,Yes
House,1,554,H001087,Not Voting
House,1,554,H001047,Yes
House,1,554,H001065,Yes
House,1,554,H001074,Yes
House,1,554,H001083,Yes
House,1,554,H001066,Yes
House,1,554,H001085,Yes
House,1,554,H000874,Yes
House,1,554,H001067,Yes
House,1,554,H001068,Yes
House,1,554,H001058,Yes
House,1,554,H001048,Yes
House,1,554,H001073,Not Voting
House,1,554,J000032,Yes
House,1,554,J000298,Yes
House,1,554,J000294,Yes
House,1,554,J000288,Yes
House,1,554,J000299,Not Voting
House,1,554,J000292,Yes
House,1,554,J000301,Yes
House,1,554,J000126,Yes
House,1,554,J000289,Yes
House,1,554,J000295,Yes
House,1,554,J000302,Yes
House,1,554,K000009,Yes
House,1,554,K000386,Yes
House,1,554,K000375,Yes
House,1,554,K000395,Yes
House,1,554,K000385,Yes
House,1,554,K000388,Not Voting
House,1,554,K000376,Yes
House,1,554,K000379,Yes
House,1,554,K000389,Yes
House,1,554,K000380,Yes
House,1,554,K000381,Yes
House,1,554,K000394,Yes
House,1,554,K000188,Not Voting
House,1,554,K000362,Yes
House,1,554,K000210,Yes
House,1,554,K000378,Yes
House,1,554,K000368,Yes
House,1,554,K000391,Yes
House,1,554,K000382,Not Voting
House,1,554,K000392,Yes
House,1,554,L000585,Yes
House,1,554,L000578,Yes
House,1,554,L000588,Yes
House,1,554,L000564,Yes
House,1,554,L000559,Yes
House,1,554,L000560,Yes
House,1,554,L000557,Yes
House,1,554,L000566,Yes
House,1,554,L000581,Not Voting
House,1,554,L000586,Yes
House,1,554,L000551,Yes
House,1,554,L000590,Yes
House,1,554,L000589,Yes
House,1,554,L000593,Yes
House,1,554,L000592,Yes
House,1,554,L000287,Yes
House,1,554,L000582,Yes
House,1,554,L000563,Yes
House,1,554,L000565,Yes
House,1,554,L000397,Not Voting
House,1,554,L000576,Yes
House,1,554,L000583,Yes
House,1,554,L000579,Yes
House,1,554,L000480,Yes
House,1,554,L000491,Yes
House,1,554,L000569,Yes
House,1,554,L000570,Yes
House,1,554,L000591,Yes
House,1,554,L000562,Yes
House,1,554,M001203,Yes
House,1,554,M000087,Yes
House,1,554,M001185,Not Voting
House,1,554,M001158,Not Voting
House,1,554,M001198,Yes
House,1,554,M001184,Yes
House,1,554,M001199,Yes
House,1,554,M001163,Yes
House,1,554,M001209,Yes
House,1,554,M001208,Yes
House,1,554,M001165,Yes
House,1,554,M001157,Yes
House,1,554,M001177,Yes
House,1,554,M001143,Yes
House,1,554,M001200,Not Voting
House,1,554,M000312,Yes
House,1,554,M001156,Not Voting
House,1,554,M001180,Yes
House,1,554,M001166,Yes
House,1,554,M001187,Yes
House,1,554,M001137,Yes
House,1,554,M001188,Yes
House,1,554,M001204,Yes
House,1,554,M001205,Yes
House,1,554,M001201,Yes
House,1,554,M001194,Yes
House,1,554,M001195,Yes
House,1,554,M001160,Yes
House,1,554,M001206,Yes
House,1,554,M001196,Yes
House,1,554,M001207,Yes
House,1,554,M001190,Yes
House,1,554,M001202,Yes
House,1,554,M001210,Yes
House,1,554,N000002,Yes
House,1,554,N000179,Yes
House,1,554,N000015,Yes
House,1,554,N000191,Yes
House,1,554,N000189,Yes
House,1,554,N000188,Yes
House,1,554,N000190,Not Voting
House,1,554,N000181,Yes
House,1,554,O000171,Yes
House,1,554,O000172,Yes
House,1,554,O000168,Yes
House,1,554,O000173,Yes
House,1,554,P000601,Yes
House,1,554,P000034,Yes
House,1,554,P000609,Yes
House,1,554,P000613,Yes
House,1,554,P000614,Yes
House,1,554,P000096,Yes
House,1,554,P000604,Yes
House,1,554,P000615,Yes
House,1,554,P000593,Yes
House,1,554,P000605,Yes
House,1,554,P000608,Yes
House,1,554,P000258,Yes
House,1,554,P000616,Yes
House,1,554,P000597,Yes
House,1,554,P000607,Yes
House,1,554,P000618,Yes
House,1,554,P000599,Yes
House,1,554,P000617,Yes
House,1,554,P000523,Yes
House,1,554,Q000023,Yes
House,1,554,R000606,Yes
House,1,554,R000601,Not Voting
House,1,554,R000585,Yes
House,1,554,R000610,Yes
House,1,554,R000602,Yes
House,1,554,R000597,Yes
House,1,554,R000588,Yes
House,1,554,R000611,Yes
House,1,554,R000591,Yes
House,1,554,M001159,Yes
House,1,554,R000582,Yes
House,1,554,R000575,Yes
House,1,554,R000395,Yes
House,1,554,R000607,Yes
House,1,554,R000613,Yes
House,1,554,R000612,Yes
House,1,554,R000616,Yes
House,1,554,R000603,Yes
House,1,554,R000614,Yes
House,1,554,R000486,Yes
House,1,554,R000599,Yes
House,1,554,R000576,Yes
House,1,554,R000515,Yes
House,1,554,R000609,Yes
House,1,554,R000577,Yes
House,1,554,S001156,Yes
House,1,554,S001168,Yes
House,1,554,S001176,Yes
House,1,554,S001205,Not Voting
House,1,554,S001145,Yes
House,1,554,S001150,Yes
House,1,554,S001190,Yes
House,1,554,S001180,Yes
House,1,554,S001216,Yes
House,1,554,S001183,Yes
House,1,554,S000185,Yes
House,1,554,S001189,Yes
House,1,554,S001157,Yes
House,1,554,S000244,Yes
House,1,554,S000248,Yes
House,1,554,S001185,Yes
House,1,554,S001206,Yes
House,1,554,S000344,Yes
House,1,554,S001207,Yes
House,1,554,S000364,Yes
House,1,554,S001148,Yes
House,1,554,S001165,Yes
House,1,554,S001208,Yes
House,1,554,S001195,Yes
House,1,554,S001172,Yes
House,1,554,S000522,Yes
House,1,554,S000510,Not Voting
House,1,554,S001199,Yes
House,1,554,S001200,Yes
House,1,554,S001209,Yes
House,1,554,S001210,Yes
House,1,554,S001175,Yes
House,1,554,S001211,Yes
House,1,554,S001212,Yes
House,1,554,S001196,Yes
House,1,554,S001213,Yes
House,1,554,S001214,Yes
House,1,554,S001215,Yes
House,1,554,S001192,Yes
House,1,554,S001187,Yes
House,1,554,S001201,Yes
House,1,554,S001193,Yes
House,1,554,T000472,Yes
House,1,554,T000479,Yes
House,1,554,T000460,Yes
House,1,554,T000193,Yes
House,1,554,T000467,Yes
House,1,554,T000238,Yes
House,1,554,T000480,Yes
House,1,554,T000470,Yes
House,1,554,T000468,Yes
House,1,554,T000481,Yes
House,1,554,T000469,Yes
House,1,554,T000474,Yes
House,1,554,T000484,Yes
House,1,554,T000482,Yes
House,1,554,T000483,Yes
House,1,554,T000463,Not Voting
House,1,554,U000040,Yes
House,1,554,U000031,Yes
House,1,554,V000133,Yes
House,1,554,V000130,Yes
House,1,554,V000131,Yes
House,1,554,V000132,Yes
House,1,554,V000081,Yes
House,1,554,V000108,Yes
House,1,554,W000812,Yes
House,1,554,W000798,Yes
House,1,554,W000791,Yes
House,1,554,W000819,Yes
House,1,554,W000813,Yes
House,1,554,W000823,Yes
House,1,554,W000797,Yes
House,1,554,W000187,Yes
House,1,554,W000824,Yes
House,1,554,W000822,Yes
House,1,554,W000814,Yes
House,1,554,W000806,Yes
House,1,554,W000800,Yes
House,1,554,W000815,Yes
House,1,554,W000821,Yes
House,1,554,W000825,Yes
House,1,554,W000826,Yes
House,1,554,W000816,Yes
House,1,554,W000808,Yes
House,1,554,W000795,Yes
House,1,554,W000804,Yes
House,1,554,W000809,Yes
House,1,554,W000810,Yes
House,1,554,W000827,Yes
House,1,554,Y000062,Yes
House,1,554,Y000065,Yes
House,1,554,Y000033,Yes
House,1,554,Z000017,Yes
House,1,554,P000197,Speaker
House,1,553,A000374,Not Voting
House,1,553,A000370,Yes
House,1,553,A000055,No
House,1,553,A000371,Yes
House,1,553,A000372,No
House,1,553,A000376,Yes
House,1,553,A000367,Yes
House,1,553,A000369,No
House,1,553,A000377,No
House,1,553,A000375,Not Voting
House,1,553,A000378,Yes
House,1,553,B001291,No
House,1,553,B001298,No
House,1,553,B001307,No
House,1,553,B001306,No
House,1,553,B001299,No
House,1,553,B001282,No
House,1,553,B001300,Yes
House,1,553,B001270,Yes
House,1,553,B001281,Not Voting
House,1,553,B001287,Yes
House,1,553,B001301,No
House,1,553,B001292,Yes
House,1,553,B001302,No
House,1,553,B001257,No
House,1,553,B000490,Yes
House,1,553,B001311,No
House,1,553,B001250,No
House,1,553,B000574,Yes
House,1,553,B001303,Yes
House,1,553,B001278,Yes
House,1,553,B001295,No
House,1,553,B001296,Yes
House,1,553,B000755,No
House,1,553,B001308,Yes
House,1,553,B001274,No
House,1,553,B001284,No
House,1,553,B001304,Yes
House,1,553,B001285,Yes
House,1,553,B001260,No
House,1,553,B001297,No
House,1,553,B001275,No
House,1,553,B001305,No
House,1,553,B001309,No
House,1,553,B001248,No
House,1,553,B001286,Yes
House,1,553,B001251,Yes
House,1,553,B001289,No
House,1,553,C000059,No
House,1,553,C001112,Yes
House,1,553,C001097,Yes
House,1,553,C001072,Yes
House,1,553,C001103,No
House,1,553,C001051,No
House,1,553,C001090,Yes
House,1,553,C001055,Yes
House,1,553,C001117,Yes
House,1,553,C001066,Yes
House,1,553,C001091,Yes
House,1,553,C000266,No
House,1,553,C001109,Not Voting
House,1,553,C001080,Yes
House,1,553,C001084,Yes
House,1,553,C001123,Yes
House,1,553,C001101,Yes
House,1,553,C001067,Yes
House,1,553,C001049,Yes
House,1,553,C001061,Yes
House,1,553,C001118,No
House,1,553,C001115,No
House,1,553,C000537,Not Voting
House,1,553,C001068,Yes
House,1,553,C001053,No
House,1,553,C001093,No
House,1,553,C001092,No
House,1,553,C001108,No
House,1,553,C001062,No
House,1,553,C001078,Yes
House,1,553,C001094,No
House,1,553,C000754,Yes
House,1,553,C001110,Yes
House,1,553,C001059,Yes
House,1,553,C001069,Yes
House,1,553,C001124,Yes
House,1,553,C001119,Yes
House,1,553,C001087,Not Voting
House,1,553,C001120,No
House,1,553,C001111,Yes
House,1,553,C001121,Yes
House,1,553,C001063,Yes
House,1,553,C000984,Not Voting
House,1,553,C001122,Yes
House,1,553,C001114,No
House,1,553,D000629,Yes
House,1,553,D000626,No
House,1,553,D000598,Yes
House,1,553,D000096,Yes
House,1,553,D000619,No
House,1,553,D000631,Yes
House,1,553,D000191,Yes
House,1,553,D000197,Yes
House,1,553,D000216,Yes
House,1,553,D000617,Yes
House,1,553,D000630,Yes
House,1,553,D000627,Yes
House,1,553,D000623,Yes
House,1,553,D000616,No
House,1,553,D000610,Yes
House,1,553,D000600,No
House,1,553,D000624,Yes
House,1,553,D000399,Yes
House,1,553,D000482,Yes
House,1,553,D000615,No
House,1,553,D000628,No
House,1,553,E000294,No
House,1,553,E000179,Yes
House,1,553,E000299,Not Voting
House,1,553,E000215,Yes
House,1,553,E000297,Yes
House,1,553,E000298,No
House,1,553,E000296,Yes
House,1,553,F000465,No
House,1,553,F000467,Yes
House,1,553,F000466,Yes
House,1,553,F000459,No
House,1,553,F000468,Yes
House,1,553,F000461,No
House,1,553,F000449,No
House,1,553,F000454,Yes
House,1,553,F000450,No
House,1,553,F000462,Yes
House,1,553,F000455,Yes
House,1,553,F000469,No
House,1,553,G000571,Not Voting
House,1,553,G000578,No
House,1,553,G000579,Not Voting
House,1,553,G000574,Yes
House,1,553,G000559,Yes
House,1,553,G000586,Yes
House,1,553,G000587,Yes
House,1,553,G000584,No
House,1,553,G000563,No
House,1,553,G000552,No
House,1,553,G000592,Yes
House,1,553,G000585,Yes
House,1,553,G000588,No
House,1,553,G000581,Yes
House,1,553,G000589,No
House,1,553,G000565,No
House,1,553,G000583,Yes
House,1,553,G000377,No
House,1,553,G000560,No
House,1,553,G000577,No
House,1,553,G000546,No
House,1,553,G000590,No
